Order,Family,Species,Body_mass_g,Hatchling_mass_g,Clutch_size, Clutches_per_year,Sexual_maturity_age_years,Longevity_years,Parity,Parthenogenetic_reproduction
Squamata,Gekkonidae,Cyrtodactylus_phongnhakebangensis,NA,NA,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_pulchellus,NA,0.62,2,NA,NA,4.8,0,0
Squamata,Gekkonidae,Cyrtodactylus_quadrivirgatus,7.45,0.438147214,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_semenanjungensis,NA,NA,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_seribuatensis,6.11,1.416334408,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_soba,17.86,1.467044271,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_sumonthai,7.37,0.422667555,1.833333333,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_tuberculatus,22.11,2.039220999,2,4,1.3,10,0,0
Squamata,Gekkonidae,Cyrtodactylus_wakeorum,5.51,0.89294435,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtopodion_golubevi,2.44,0.476285346,2,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Cyrtopodion_kachhense,1.42,0.194424143,2,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Cyrtopodion_scabrum,1.92,0.329676695,2,2.5,NA,4,0,0
Squamata,Gekkonidae,Cyrtopodion_watsoni,2.8,0.567260035,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Dixonius_hangseesom,NA,NA,NA,NA,NA,10.2,0,0
Squamata,Gekkonidae,Dixonius_siamensis,1.8,0.194424143,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Ebenavia_inunguis,1.27,0.291451296,1.82,NA,NA,NA,0,0
Squamata,Gekkonidae,Ebenavia_maintimainty,NA,NA,1,NA,NA,NA,0,0
Squamata,Gekkonidae,Elasmodactylus_tuberculosus,6.71,0.414831321,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Geckoella_triedrus,2.97,0.329515042,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Geckolepis_typica,NA,0.62,2,NA,NA,10,0,0
Squamata,Gekkonidae,Gehyra_australis,6,0.623319723,2,NA,NA,10,0,0
Squamata,Gekkonidae,Gehyra_dubia,6.42,0.526285096,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Gehyra_georgpotthasti,21.63,1.62607788,2,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Gehyra_mutilata,1.7,0.239876949,1.98,3,1,9.3,0,0
Squamata,Gekkonidae,Gehyra_oceanica,7.9,0.750904487,1.853333333,2.5,NA,15.5,0,0
Squamata,Gekkonidae,Gehyra_pilbara,3.6,0.291451296,1,NA,NA,NA,0,0
Squamata,Gekkonidae,Gehyra_punctata,3.7,0.329515042,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Gehyra_purpurascens,4.416,NA,1.29,NA,NA,NA,0,0
Squamata,Gekkonidae,Gehyra_variegata,4.28,0.311092063,1.5,1.666666667,2.3,26,0,0
Squamata,Gekkonidae,Gehyra_vorax,42.79,1.050484135,1.833333333,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_athymus,20.5,0.923152592,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_auriverrucosus,4.34,0.751356731,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_badenii,NA,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_chinensis,5.28,0.370608455,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_ernstkelleri,10.01,1.058793024,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_gecko,63.2,2.117074637,2,4.5,1.3,23.5,0,0
Squamata,Gekkonidae,Gekko_grossmanni,9.3,0.718365681,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_hokouensis,7.66,0.732518411,2,1.45,NA,NA,0,0
Squamata,Gekkonidae,Gekko_japonicus,5.99,0.526285096,2,1.5,NA,NA,0,0
Squamata,Gekkonidae,Gekko_melli,6.61,0.624979585,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_monarchus,6.05,0.527523397,2,NA,NA,8,0,0
Squamata,Gekkonidae,Gekko_palmatus,8.34,0.686313644,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_petricolus,7.31,0.857387142,2,NA,NA,8.7,0,0
Squamata,Gekkonidae,Gekko_scientiadventura,6.01,0.487249224,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_shibatai,6.14,0.578519348,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_siamensis,48.77,2.58587327,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_smithii,56.64,1.916323868,2,12,NA,18,0,0
Squamata,Gekkonidae,Gekko_vertebralis,4.56,0.329515043,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Gekko_vittatus,18.55,1.223138077,2,NA,NA,5,0,0
Squamata,Gekkonidae,Hemidactylus_angulatus,3.95,0.25631638,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_bouvieri,1.98,0.190143337,NA,NA,NA,4.4,0,0
Squamata,Gekkonidae,Hemidactylus_bowringii,2.3,0.168107845,1.9,1.45,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_brasilianus,4.203333333,NA,1.926,1,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_brookii,2,0.323603021,2,2.5,NA,4,0,0
Squamata,Gekkonidae,Hemidactylus_depressus,7.94,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_fasciatus,7.9,NA,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_flaviviridis,5.3675,0.425808926,2,1.85,0.8,11,0,0
Squamata,Gekkonidae,Hemidactylus_frenatus,3.3,0.218794465,1.99375,10.7,0.603333333,7,0,0
Squamata,Gekkonidae,Hemidactylus_garnotii,3.13,0.34978452,2,3,0.51,5,0,1
Squamata,Gekkonidae,Hemidactylus_imbricatus,3.3,0.291451296,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_isolepis,1.32,0.291451296,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_leschenaultii,NA,NA,1.5,3,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_longicephalus,2.1,0.224008362,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_mabouia,4.8835,0.233834389,1.979571429,4.5,0.96,2.6,0,0
Squamata,Gekkonidae,Hemidactylus_maculatus,22.29666667,0.732518411,2,2,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_mercatorius,2.4,0.291451296,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_muriceus,3.01,0.462282447,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_palaichthus,6.55,1.224707115,1.333333333,1,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_platyurus,3.8,0.319718996,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_squamulatus,2.23,0.329515043,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_stejnegeri,3.5,0.210364604,2,NA,NA,NA,0,1
Squamata,Gekkonidae,Hemidactylus_tanganicus,8.94,0.290967531,1.833333333,NA,NA,3.3,0,0
Squamata,Gekkonidae,Hemidactylus_triedrus,8.09,0.291451296,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_tropidolepis,1.32,0.329515043,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemidactylus_turcicus,2.655943216,0.386562443,4.74,2.4875,1.04,8.4,0,0
Squamata,Gekkonidae,Hemidactylus_yerburii,4.06,0.686313644,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Hemiphyllodactylus_ganoklonis,0.88,0.615245783,NA,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Hemiphyllodactylus_typus,1.43,0.124121671,2,NA,NA,NA,0,1
Squamata,Gekkonidae,Heteronotia_binoei,2.84,0.197543212,2,1.733333333,1.4,13.6,0,1
Squamata,Gekkonidae,Homopholis_walbergii,16.35,0.310073826,2,NA,NA,5.8,0,0
Squamata,Gekkonidae,Lepidodactylus_browni,1.94,0.224008362,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Lepidodactylus_euaensis,2.23,0.291451296,2,2,NA,NA,0,0
Squamata,Gekkonidae,Lepidodactylus_gardineri,2.83,NA,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lepidodactylus_herrei,1.96,0.154926342,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Lepidodactylus_listeri,2.3,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Lepidodactylus_lugubris,1.4,0.135547807,1.785714286,3.9,0.4,12.5,0,1
Squamata,Gekkonidae,Lepidodactylus_manni,1.81,0.131692234,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lepidodactylus_moestus,1.08,0.414831321,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lepidodactylus_oligoporus,1.74,0.131692234,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Lepidodactylus_planicaudus,1.17,0.106907191,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lepidodactylus_vanuatuensis,2.01,0.147702638,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lepidodactylus_yami,1.18,0.045176299,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lucasium_alboguttatum,2.9,0.26029615,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lucasium_damaeum,3.478,0.183406979,2,2,0.4,6.8,0,0
Squamata,Gekkonidae,Lucasium_maini,1.87,0.228541894,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lucasium_squarrosum,2,0.294891879,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lucasium_steindachneri,2.66,0.33164366,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Lucasium_stenodactylum,3.195,0.278012741,2,3.5,0.9,5,0,0
Squamata,Gekkonidae,Luperosaurus_corfieldi,10.51,0.969674291,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Luperosaurus_cumingii,12.18,0.718365681,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_angularis,1.37,0.075666504,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_capensis,0.9,0.082745014,1.9925,NA,0.7,2.1,0,0
Squamata,Gekkonidae,Lygodactylus_chobiensis,1.25,0.118887999,2,6.5,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_fischeri,1.05,0.101218152,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_gravis,1.11,0.273524078,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_gutturalis,NA,NA,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_keniensis,1.05,0.06878522,2,NA,NA,4.6,0,0
Squamata,Gekkonidae,Lygodactylus_klugei,0.65875,0.080411474,1.9906,1.45,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_mirabilis,0.44,0.16,1,NA,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_picturatus,1.5,0.049064783,2,NA,NA,1.1,0,0
Squamata,Gekkonidae,Lygodactylus_pictus,0.79,0.105945215,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_rex,1.59,0.140697489,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_somalicus,0.69,0.048597174,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_thomensis,0.6,0.06817783,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_tolampyae,0.6,0.082020246,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_verticillatus,0.39,0.017839911,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Lygodactylus_williamsi,NA,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Mediodactylus_amictopholis,1.05,NA,1,NA,NA,3,0,0
Squamata,Gekkonidae,Mediodactylus_brachykolon,2.95,0.25970097,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Mediodactylus_heteropholis,1.23,0.236598913,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Mediodactylus_kotschyi,1.995262315,0.140120168,2.1,2.6,1.45,7,0,0
Squamata,Gekkonidae,Mediodactylus_russowii,1.723333333,0.128052883,1.833333333,1.45,2,NA,0,0
Squamata,Gekkonidae,Mediodactylus_spinicauda,1.46,0.303421287,2,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Microgecko_helenae,0.58,0.101218152,1,NA,NA,NA,0,0
Squamata,Gekkonidae,Nactus_pelagicus,4.01,0.282396951,1.933333333,NA,NA,NA,0,1
Squamata,Gekkonidae,Naultinus_elegans,NA,NA,1.5,1,NA,23,1,0
Squamata,Gekkonidae,Naultinus_gemmeus,6.11,0.711122449,1.95,1,NA,16,1,0
Squamata,Gekkonidae,Naultinus_grayii,NA,NA,1,1,1.5,23,1,0
Squamata,Gekkonidae,Pachydactylus_acuminatus,NA,NA,NA,NA,NA,1.4,0,0
Squamata,Gekkonidae,Pachydactylus_atorquatus,2.85,0.273524078,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Pachydactylus_austeni,2.1,0.624979585,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Pachydactylus_bicolor,1.85,0.142005623,2,NA,NA,1.1,0,0
Squamata,Gekkonidae,Pachydactylus_capensis,5.2,0.291088473,2,NA,NA,8,0,0
Squamata,Gekkonidae,Pachydactylus_etultra,1.5,0.220768704,NA,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Pachydactylus_fasciatus,3.22,0.21485182,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Pachydactylus_geitje,NA,0.14,2,NA,NA,3.5,0,0
Squamata,Gekkonidae,Pachydactylus_laevigatus,NA,NA,2,NA,NA,5,0,0
Squamata,Gekkonidae,Pachydactylus_maculatus,NA,NA,2,3,NA,3.2,0,0
Squamata,Gekkonidae,Pachydactylus_mariquensis,3.66,0.392322508,2,2,NA,NA,0,0
Squamata,Gekkonidae,Pachydactylus_monicae,2.5,0.595673934,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Pachydactylus_namaquensis,NA,NA,NA,NA,NA,1.9,0,0
Squamata,Gekkonidae,Pachydactylus_punctatus,1.18,0.224008362,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Pachydactylus_purcelli,NA,NA,NA,NA,NA,1.4,0,0
Squamata,Gekkonidae,Pachydactylus_rangei,2.8,0.461711836,2,NA,1,8.8,0,0
Squamata,Gekkonidae,Pachydactylus_reconditus,1.6,0.442908322,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Pachydactylus_rugosus,4.3,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Pachydactylus_serval,1.85,0.200128073,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Pachydactylus_vanzyli,NA,NA,NA,NA,NA,3.8,0,0
Squamata,Gekkonidae,Pachydactylus_weberi,NA,0.18,2,NA,NA,2.7,0,0
Squamata,Gekkonidae,Paroedura_lohatsara,9.17,0.764818696,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Paroedura_masobe,20.69,2.102718015,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Paroedura_picta,9.93,0.539794464,1.975,2.75,0.5,5,0,0
Squamata,Gekkonidae,Paroedura_vazimba,2.19,0.567260035,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Perochirus_ateles,3.08,0.224008362,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Perochirus_scutellatus,41.1,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Phelsuma_abbotti,4,0.414831321,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Phelsuma_astriata,3.4,NA,2,NA,NA,7.4,0,0
Squamata,Gekkonidae,Phelsuma_barbouri,NA,NA,1.5,NA,NA,5.2,0,0
Squamata,Gekkonidae,Phelsuma_breviceps,2.44,0.414831321,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Phelsuma_cepediana,NA,0.05,2,NA,0.9,9.3,0,0
Squamata,Gekkonidae,Phelsuma_dubia,3.316666667,0.24948827,2,9.5,1.5,4.6,0,0
Squamata,Gekkonidae,Phelsuma_grandis,17.53,0.786865661,2,8.5,0.8,20,0,0
Squamata,Gekkonidae,Phelsuma_guentheri,28.06,1.270636215,1.833333333,NA,NA,17.8,0,0
Squamata,Gekkonidae,Phelsuma_guimbeaui,3.22,0.222672241,2,NA,NA,8,0,0
Squamata,Gekkonidae,Phelsuma_hoeschi,0.95,0.484548705,2,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Phelsuma_inexpectata,NA,NA,1.5,6,NA,7,0,0
Squamata,Gekkonidae,Phelsuma_laticauda,2.9,0.72,2,3.5,0.9,8.7,0,0
Squamata,Gekkonidae,Phelsuma_lineata,3.8,0.231369472,2,5.75,0.7,10,0,0
Squamata,Gekkonidae,Phelsuma_madagascariensis,20.7,0.687235232,2,4.5,1.05,13.6,0,0
Squamata,Gekkonidae,Phelsuma_malamakibo,NA,NA,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Phelsuma_nigra,2.23,0.480497171,2,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Phelsuma_ornata,2.15,0.167459386,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Phelsuma_quadriocellata,NA,NA,2,6,0.8,5.3,0,0
Squamata,Gekkonidae,Phelsuma_serraticauda,NA,NA,1.5,3.5,NA,5.2,0,0
Squamata,Gekkonidae,Phelsuma_standingi,NA,NA,1.5,6,0.6,9.6,0,0
Squamata,Gekkonidae,Phelsuma_sundbergi,NA,NA,1.5,NA,0.7,15.9,0,0
Squamata,Gekkonidae,Pseudoceramodactylus_khobarensis,3.48,NA,1.5,NA,NA,NA,0,0
Squamata,Gekkonidae,Pseudogekko_brevipes,2.51,0.194424143,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Pseudogekko_smaragdinus,3.66,0.370608455,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Ptenopus_carpi,3.22,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Ptenopus_garrulus,3.53,0.322085551,1.4,1.466666667,1,7.4,0,0
Squamata,Gekkonidae,Ptychozoon_horsfieldii,NA,0.97,2,NA,NA,7.6,0,0
Squamata,Gekkonidae,Ptychozoon_intermedium,16.03,0.567260035,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Ptychozoon_kuhli,7.7,0.969782861,2,NA,1.5,6.3,0,0
Squamata,Gekkonidae,Ptychozoon_lionotum,16.01,0.820135077,2,5.5,1,4.4,0,0
Squamata,Gekkonidae,Rhoptropella_ocellata,NA,NA,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Rhoptropus_afer,2.1,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Rhoptropus_barnardi,1.98,0.154926342,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Rhoptropus_boultoni,4.8,NA,2,NA,NA,3.9,0,0
Squamata,Gekkonidae,Rhoptropus_bradfieldi,NA,NA,2,NA,NA,6.9,0,0
Squamata,Gekkonidae,Stenodactylus_doriae,8.2,0.612840888,2,4,0.7,8.9,0,0
Squamata,Gekkonidae,Stenodactylus_leptocosymbotus,7.24,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Stenodactylus_petrii,5.4,NA,2,NA,NA,13.1,0,0
Squamata,Gekkonidae,Stenodactylus_slevini,NA,NA,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Stenodactylus_sthenodactylus,4.4,0.272643059,2,2,NA,9.1,0,0
Squamata,Gekkonidae,Tenuidactylus_bogdanovi,4.69,1.105264438,2,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Tenuidactylus_caspius,3.75,0.252559286,1.833333333,2,3,NA,0,0
Squamata,Gekkonidae,Tenuidactylus_fedtschenkoi,4.656666667,0.281100816,1.8,2,NA,NA,0,0
Squamata,Gekkonidae,Tenuidactylus_longipes,4.18,0.518324097,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Tropiocolotes_nattereri,0.41,0.082745014,1,NA,NA,2.7,0,0
Squamata,Gekkonidae,Tropiocolotes_steudneri,0.3,0.100812101,1,NA,NA,3.3,0,0
Squamata,Gekkonidae,Uroplatus_alluaudi,NA,NA,2,NA,NA,4,0,0
Squamata,Gekkonidae,Uroplatus_ebenaui,3.57,0.310110739,1.833333333,NA,NA,NA,0,0
Squamata,Gekkonidae,Uroplatus_fimbriatus,89.11,2.10181201,1.75,NA,NA,7.3,0,0
Squamata,Gekkonidae,Uroplatus_guentheri,NA,NA,1.5,NA,NA,NA,0,0
Squamata,Gekkonidae,Uroplatus_lineatus,NA,NA,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Uroplatus_phantasticus,3.86,0.224008362,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Uroplatus_sikorae,NA,1.63,1.5,NA,NA,7,0,0
Squamata,Gerrhosauridae,Broadleysaurus_major,204.74,NA,5,NA,NA,24,0,0
Squamata,Gerrhosauridae,Gerrhosaurus_flavigularis,51.71,2.327935641,4.75,3,NA,11.3,0,0
Squamata,Gerrhosauridae,Gerrhosaurus_multilineatus,NA,NA,12,NA,NA,8.3,0,0
Squamata,Gerrhosauridae,Gerrhosaurus_nigrolineatus,62.9,2.844773009,6.5,NA,NA,8.3,0,0
Squamata,Gerrhosauridae,Gerrhosaurus_skoogi,56.2,5.041542102,2,1,NA,12,0,0
Squamata,Gerrhosauridae,Gerrhosaurus_typicus,NA,NA,NA,NA,NA,2.3,0,0
Squamata,Gerrhosauridae,Gerrhosaurus_validus,NA,NA,4,NA,NA,17.2,0,0
Squamata,Gerrhosauridae,Tetradactylus_africanus,NA,NA,3.5,NA,NA,1.3,0,0
Squamata,Gerrhosauridae,Tetradactylus_seps,3.8,NA,NA,NA,NA,NA,0,0
Squamata,Gerrhosauridae,Tetradactylus_udzungwensis,NA,NA,2,NA,NA,NA,0,0
Squamata,Gerrhosauridae,Tracheloptychus_petersi,17.4,NA,NA,NA,NA,NA,0,0
Squamata,Gerrhosauridae,Zonosaurus_laticaudatus,NA,NA,NA,NA,NA,8.9,0,0
Squamata,Gerrhosauridae,Zonosaurus_madagascariensis,45.4,NA,NA,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Acratosaura_mentalis,2.283,NA,1.6,1,NA,NA,0,0
Squamata,Gymnophthalmidae,Alopoglossus_angulatus,4.571,0.110775671,2,1,NA,NA,0,0
Squamata,Gymnophthalmidae,Alopoglossus_atriventris,2.05,0.179754467,2,1,NA,NA,0,0
Squamata,Gymnophthalmidae,Alopoglossus_buckleyi,2.1,NA,NA,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Alopoglossus_copii,5.14,0.274156097,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Anadia_bogotensis,4.5,NA,NA,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Anadia_brevifrontalis,5.9,0.528637624,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Anadia_hobarti,NA,NA,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Anadia_rhombifera,4.17,0.489623331,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Anadia_steyeri,10.47,0.489623331,NA,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Arthrosaura_kockii,2.62,0.154158726,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Arthrosaura_reticulata,2.03,0.208173439,2,1,NA,NA,0,0
Squamata,Gymnophthalmidae,Arthrosaura_versteegii,4.29,0.208173438,NA,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Bachia_bicolor,1.61,0.185833915,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Bachia_flavescens,2.07,0.326385417,1,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Bachia_heteropa,0.48,NA,NA,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Bachia_pallidiceps,1.61,0.22440391,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Calyptommatus_leiolepis,0.9,NA,NA,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Cercosaura_argulus,0.75,0.110775671,1.833333333,1,NA,NA,0,0
Squamata,Gymnophthalmidae,Cercosaura_eigenmanni,2.422,0.131220307,2,1,NA,NA,0,0
Squamata,Gymnophthalmidae,Cercosaura_manicata,5.8,0.312062797,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Cercosaura_ocellata,3.4765,0.131220306,1.91075,1.5,NA,NA,0,0
Squamata,Gymnophthalmidae,Cercosaura_phelpsorum,3.08,0.274156097,1.666666667,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Cercosaura_schreibersii,0.5,0.04020228,2,1.45,NA,NA,0,0
Squamata,Gymnophthalmidae,Colobosaura_modesta,2.15,NA,2,1.5,NA,NA,0,0
Squamata,Gymnophthalmidae,Dryadosaura_nordestina,1.025,NA,2.333333333,1,NA,NA,0,0
Squamata,Gymnophthalmidae,Echinosaura_horrida,4.8,NA,NA,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Euspondylus_acutirostris,NA,NA,1.5,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Euspondylus_oreades,3.82,0.917125659,2,NA,NA,NA,NaN,0
Squamata,Gymnophthalmidae,Gymnophthalmus_leucomystax,0.8,NA,NA,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Gymnophthalmus_speciosus,1.062,0.079026275,1.893333333,2.45,NA,NA,0,0
Squamata,Gymnophthalmidae,Gymnophthalmus_underwoodi,1.2,0.084432887,2.5,12,NA,4.416666667,0,1
Squamata,Gymnophthalmidae,Iphisa_elegans,2.65,0.214452555,1.875,1,NA,NA,0,0
Squamata,Gymnophthalmidae,Leposoma_guianense,0.78,0.091775825,NA,NA,NA,2,0,0
Squamata,Gymnophthalmidae,Leposoma_hexalepis,0.89,0.107159777,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Leposoma_osvaldoi,0.6,NA,NA,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Leposoma_parietale,0.7,0.076725961,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Leposoma_percarinatum,0.748,0.062806441,1.976555556,1,NA,NA,0,1
Squamata,Gymnophthalmidae,Leposoma_rugiceps,1.3,0.073806834,2.135,1.45,NA,NA,0,0
Squamata,Gymnophthalmidae,Leposoma_southi,0.88,0.062806441,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Macropholidus_ataktolepis,1.31,0.120696392,1,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Macropholidus_ruthveni,1.4,0.092663737,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Micrablepharus_atticolus,0.896,NA,1.883333333,2,NA,NA,0,0
Squamata,Gymnophthalmidae,Micrablepharus_maximiliani,1.2834,NA,2.113166667,1.333333333,NA,NA,0,0
Squamata,Gymnophthalmidae,Neusticurus_bicarinatus,17.2,1.000465444,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Neusticurus_rudis,NA,NA,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Nothobachia_ablephara,0.8,NA,NA,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Pholidobolus_affinis,2.9,NA,2,NA,NA,NA,0,0
Squamata,Gymnophthalmidae,Pholidobolus_montium,NA,NA,2,NA,NA,NA,0,0
