Order,Family,Species,Body_mass_g,Hatchling_mass_g,Clutch_size, Clutches_per_year,Sexual_maturity_age_years,Longevity_years,Parity,Parthenogenetic_reproduction
Squamata,Dipsadidae,Boiruna_maculata,823.5,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Carphophis_amoenus,NA,0.65,5.1,NA,3,11.8,0,0
Squamata,Dipsadidae,Clelia_clelia,2050,16.31096895,19,NA,NA,11.5,0,0
Squamata,Dipsadidae,Clelia_plumbea,600,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Coniophanes_fissidens,33.69,0.991579166,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Conophis_vittatus,NA,NA,NA,NA,NA,2.1,0,0
Squamata,Dipsadidae,Diadophis_punctatus,17.2,NA,5.29,1,NA,10,0,0
Squamata,Dipsadidae,Dipsas_catesbyi,11.3,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Dipsas_gaigeae,37.25,1.9,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Dipsas_indica,4.5,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Dipsas_variegata,46.7,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Drepanoides_anomalus,28.6,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Erythrolamprus_aesculapii,40,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Erythrolamprus_bizonus,124.5,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Erythrolamprus_poecilogyrus,41.48,2.481079469,NA,NA,NA,NA,NaN,0
Squamata,Dipsadidae,Erythrolampus_almadensis,14,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Erythrolampus_maryellenae,23,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Erythrolampus_mossoroensis,50.75,NA,NA,NA,NA,NA,NaN,0
Squamata,Dipsadidae,Erythrolampus_poecilogyrus,40.1,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Erythrolampus_reginae,35.9,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Erythrolampus_typhlus,47,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Erythrolampus_viridis,20.75,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Farancia_abacura,NA,6.3,27,NA,NA,19,0,0
Squamata,Dipsadidae,Geophis_brachycephalus,17.14,1.121546616,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Gomesophis_brasiliensis,23,NA,NA,NA,NA,NA,1,0
Squamata,Dipsadidae,Helicops_angulatus,39.4,NA,NA,NA,NA,3,NaN,0
Squamata,Dipsadidae,Helicops_leopardinus,24,NA,NA,NA,NA,NA,1,0
Squamata,Dipsadidae,Helicops_modestus,35,NA,NA,NA,NA,NA,1,0
Squamata,Dipsadidae,Hydrodynastes_gigas,NA,NA,NA,NA,NA,16.9,0,0
Squamata,Dipsadidae,Hypsiglena_torquata,20.65,1.727204567,5.5,NA,NA,12.2,0,0
Squamata,Dipsadidae,Hypsirhynchus_parvifrons,29.69,2.497564947,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Imantodes_cenchoa,16.4,12.42854211,2,NA,NA,NA,0,0
Squamata,Dipsadidae,Imantodes_lentiferus,14.5,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Leptodeira_annulata,29.9,NA,7.15,NA,NA,4.9,0,0
Squamata,Dipsadidae,Leptodeira_septentrionalis,57.79,4.092643278,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Lygophis_anomalus,33.02,2.0219672,7.3,NA,NA,4.8,0,0
Squamata,Dipsadidae,Lygophis_lineatus,26.5,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Lygophis_meridionalis,26,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Lygophis_paucidens,20,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Mussurana_quimi,89,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Ninia_hudsoni,14.65,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Ninia_sebae,NA,NA,2.5,NA,NA,NA,0,0
Squamata,Dipsadidae,Oxyrhopus_formosus,51.25,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Oxyrhopus_guibei,43,3.8,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Oxyrhopus_petolarius,34,3.363150715,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Oxyrhopus_rhombifer,21,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Oxyrhopus_trigeminus,41.3,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Paraphimophis_rustica,347.12,5.591229769,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Phalotris_lativittatus,62,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Phalotris_nasutus,58,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Philodryas_aestiva,47,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Philodryas_agassizii,16,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Philodryas_argentea,25,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Philodryas_chamissonis,145.3,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Philodryas_nattereri,170.5,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Philodryas_olfersii,91.5,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Philodryas_patagoniensis,168,5.070583857,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Philodryas_psammophidea,50,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Philodryas_viridissima,155.4,NA,6,NA,NA,4.1,0,0
Squamata,Dipsadidae,Phimophis_guerini,87,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Pseudoboa_coronata,62.8,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Pseudoboa_nigra,134,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Rhachidelus_brazili,561,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Sibon_nebulatus,13.9,4.531929459,6,NA,NA,4.3,0,0
Squamata,Dipsadidae,Sibynomorphus_mikanii,12,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Tachymenis_peruviana,29.2,NA,NA,NA,NA,NA,1,0
Squamata,Dipsadidae,Thamnodynastes_hypoconia,20.4,NA,NA,NA,NA,NA,1,0
Squamata,Dipsadidae,Thamnodynastes_pallidus,53,NA,NA,NA,NA,NA,1,0
Squamata,Dipsadidae,Thamnodynastes_rutilus,21,NA,NA,NA,NA,NA,1,0
Squamata,Dipsadidae,Thamnodynastes_strigatus,50.23,3.363150715,NA,NA,NA,NA,1,0
Squamata,Dipsadidae,Tomodon_dorsatum,NA,2.262895489,NA,NA,NA,NA,1,0
Squamata,Dipsadidae,Tretanorhinus_variabilis,NA,4.78,8,NA,NA,5.2,0,0
Squamata,Dipsadidae,Uromacer_oxyrhynchus,NA,NA,5,NA,NA,18.9,0,0
Squamata,Dipsadidae,Xenodon_dorbignyi,NA,NA,11,1,NA,NA,0,0
Squamata,Dipsadidae,Xenodon_merremi,201.7,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Xenodon_nattereri,14,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Xenodon_semicinctus,NA,NA,12.5,NA,NA,NA,0,0
Squamata,Dipsadidae,Xenopholis_scalaris,8.8,NA,NA,NA,NA,NA,0,0
Squamata,Dipsadidae,Xenopholis_undulatus,10,NA,NA,NA,NA,NA,0,0
Squamata,Elapidae,Acanthophis_antarcticus,77.03513859,1.853479785,7.9,0.5,3.5,9.3,1,0
Squamata,Elapidae,Acanthophis_laevis,NA,NA,10,NA,NA,6.2,1,0
Squamata,Elapidae,Acanthophis_praelongus,87.88,2.613109178,NA,NA,NA,NA,1,0
Squamata,Elapidae,Acanthophis_pyrrhus,NA,NA,NA,NA,NA,3.4,1,0
Squamata,Elapidae,Aspidelaps_lubricus,NA,3.8,7,NA,NA,9,0,0
Squamata,Elapidae,Aspidelaps_scutatus,75.75,3.55,9,NA,NA,13.5,0,0
Squamata,Elapidae,Austrelaps_labialis,36.34,2.275743961,NA,NA,NA,NA,1,0
Squamata,Elapidae,Austrelaps_ramsayi,97.7,2.597003009,14.6,NA,NA,11,1,0
Squamata,Elapidae,Austrelaps_superbus,339,4.374726267,15,1,2,13,1,0
Squamata,Elapidae,Brachyurophis_australis,12.35,0.841727547,NA,NA,NA,NA,0,0
Squamata,Elapidae,Brachyurophis_fasciolatus,9.5,1.33406585,NA,NA,NA,NA,0,0
Squamata,Elapidae,Brachyurophis_incinctus,11.5,1.007611539,NA,NA,NA,NA,0,0
Squamata,Elapidae,Brachyurophis_roperi,13.14,1.750505154,NA,NA,NA,NA,0,0
Squamata,Elapidae,Brachyurophis_semifasciatus,12.7,1.058279369,NA,NA,NA,NA,0,0
Squamata,Elapidae,Bungarus_caeruleus,NA,13.47,10.5,NA,NA,17.4,0,0
Squamata,Elapidae,Bungarus_ceylonicus,47.7,NA,NA,NA,NA,NA,0,0
Squamata,Elapidae,Bungarus_fasciatus,NA,16.87,9,NA,NA,13.2,0,0
Squamata,Elapidae,Bungarus_flaviceps,90.3,NA,NA,NA,NA,NA,0,0
Squamata,Elapidae,Bungarus_multicinctus,NA,11.28,7.5,NA,NA,13.7,0,0
Squamata,Elapidae,Cacophis_harriettae,23.43,2.440974872,NA,NA,NA,NA,0,0
Squamata,Elapidae,Cacophis_krefftii,11.17,1.007611539,NA,NA,NA,NA,0,0
Squamata,Elapidae,Cacophis_squamulosus,45.7,2.526173605,NA,NA,NA,NA,0,0
Squamata,Elapidae,Cryptophis_nigrescens,35,NA,5,1,NA,NA,1,0
Squamata,Elapidae,Cryptophis_nigrostriatus,24.24,2.117327657,NA,NA,NA,NA,1,0
Squamata,Elapidae,Demansia_psammophis,60.33,3.906171259,NA,NA,NA,NA,0,0
Squamata,Elapidae,Demansia_vestigiata,89.7,NA,NA,NA,NA,NA,0,0
Squamata,Elapidae,Dendroaspis_angusticeps,282.4,23.81,11.5,NA,NA,18.8,0,0
Squamata,Elapidae,Dendroaspis_jamesoni,NA,13.91,NA,NA,NA,13.1,0,0
Squamata,Elapidae,Dendroaspis_polylepis,651.7,47.58,11.5,NA,NA,26.2,0,0
Squamata,Elapidae,Dendroaspis_viridis,NA,NA,NA,NA,NA,18.7,0,0
Squamata,Elapidae,Denisonia_devisi,20.93,1.483184595,4.9,NA,NA,26,1,0
Squamata,Elapidae,Denisonia_maculata,20.04,1.615219677,NA,NA,NA,NA,1,0
Squamata,Elapidae,Drysdalia_coronoides,15.79,0.982828097,NA,NA,NA,NA,1,0
Squamata,Elapidae,Drysdalia_mastersii,7.71,0.597419973,NA,NA,NA,NA,1,0
Squamata,Elapidae,Drysdalia_rhodogaster,16.44,1.110426231,NA,NA,NA,NA,1,0
Squamata,Elapidae,Echiopsis_curta,20.19,1.785337232,NA,NA,NA,NA,1,0
Squamata,Elapidae,Elapognathus_coronata,18.05,1.615219677,NA,NA,NA,NA,1,0
Squamata,Elapidae,Elapognathus_minor,20.63,0.775985643,NA,NA,NA,NA,1,0
Squamata,Elapidae,Elapsoidea_sundevallii,NA,NA,5,NA,NA,11.6,0,0
Squamata,Elapidae,Furina_diadema,15,1.219209693,NA,NA,NA,NA,0,0
Squamata,Elapidae,Furina_tristis,147,NA,NA,NA,NA,NA,0,0
Squamata,Elapidae,Hemachatus_haemachatus,NA,4.63,25,NA,NA,13,1,0
Squamata,Elapidae,Hemiaspis_damelii,37.4,2.357502009,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hemiaspis_signata,35.8,1.820576561,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hoplocephalus_bitorquatus,60.05,5.654921485,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hoplocephalus_bungaroides,71,5.65328099,6,1,NA,19,1,0
Squamata,Elapidae,Hoplocephalus_stephensii,104,5.65328099,5.7,NA,NA,11,1,0
Squamata,Elapidae,Hydrelaps_darwiniensis,22.4,NA,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hydrophis_belcheri,260,NA,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hydrophis_curtus,147.1,NA,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hydrophis_cyanocinctus,39.3,NA,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hydrophis_elegans,2450,NA,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hydrophis_hardwickii,330,NA,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hydrophis_inornatus,156,NA,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hydrophis_major,258,NA,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hydrophis_ornatus,107,NA,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hydrophis_platurus,30,NA,NA,NA,NA,2.1,1,0
Squamata,Elapidae,Hydrophis_schistosus,314.2,NA,NA,NA,NA,NA,1,0
Squamata,Elapidae,Hydrophis_stokesii,52,NA,NA,NA,NA,NA,1,0
Squamata,Elapidae,Laticauda_colubrina,355,NA,11.5,NA,NA,NA,0,0
Squamata,Elapidae,Laticauda_laticaudata,165,NA,NA,NA,NA,NA,0,0
Squamata,Elapidae,Laticauda_semifasciata,641,NA,NA,NA,NA,NA,NaN,0
Squamata,Elapidae,Micruroides_euryxanthus,NA,5.02,4,NA,NA,17.6,0,0
Squamata,Elapidae,Micrurus_altirostris,729.18,4.345926232,NA,NA,NA,NA,0,0
Squamata,Elapidae,Micrurus_corallinus,729.18,4.608908857,NA,NA,NA,NA,0,0
Squamata,Elapidae,Micrurus_frontalis,80,NA,NA,NA,NA,NA,0,0
Squamata,Elapidae,Micrurus_fulvius,729.18,4.691976665,6.5,1,2.3,19,0,0
Squamata,Elapidae,Micrurus_hippocrepis,NA,NA,NA,NA,NA,4.4,0,0
Squamata,Elapidae,Micrurus_ibiboboca,48.5,NA,NA,NA,NA,NA,0,0
Squamata,Elapidae,Micrurus_lemniscatus,38.5,NA,NA,NA,NA,10,0,0
Squamata,Elapidae,Micrurus_nigrocinctus,729.18,4.634041486,NA,NA,NA,NA,0,0
Squamata,Elapidae,Micrurus_tener,33.8,NA,NA,NA,NA,NA,0,0
Squamata,Elapidae,Naja_annulifera,391.2,NA,NA,NA,NA,6.3,0,0
Squamata,Elapidae,Naja_atra,311.1,10.8,14.5,NA,NA,12,0,0
Squamata,Elapidae,Naja_haje,NA,11.28,20.5,NA,NA,22.1,0,0
Squamata,Elapidae,Naja_kaouthia,NA,11.28,27.625,NA,NA,25.4,0,0
Squamata,Elapidae,Naja_melanoleuca,NA,21.45,18.5,1,NA,30,0,0
Squamata,Elapidae,Naja_mossambica,171.3,8.13,16,NA,NA,16.7,0,0
Squamata,Elapidae,Naja_naja,1497.5,19.2,21,1,NA,32.3,0,0
Squamata,Elapidae,Naja_nigricollis,256.7,22.31,14,NA,NA,23.2,0,0
Squamata,Elapidae,Naja_nivea,NA,23.05,14,NA,NA,26,0,0
Squamata,Elapidae,Naja_pallida,NA,4.07,10.5,NA,NA,20.2,0,0
Squamata,Elapidae,Naja_samarensis,NA,NA,NA,NA,NA,11.4,0,0
Squamata,Elapidae,Naja_sputatrix,NA,NA,NA,NA,NA,13.5,0,0
Squamata,Elapidae,Notechis_scutatus,226,2.745001339,19.1,1,2,17,1,0
Squamata,Elapidae,Ogmodon_vitianus,729.18,1.378723371,NA,NA,NA,NA,0,0
Squamata,Elapidae,Ophiophagus_hannah,NA,55.99,33,NA,NA,22.5,0,0
Squamata,Elapidae,Oxyuranus_microlepidotus,838,20.78230455,16.2,NA,NA,18,0,0
Squamata,Elapidae,Oxyuranus_scutellatus,753,15.54014353,11.4,1.5,NA,15.6,0,0
Squamata,Elapidae,Parasuta_dwyeri,13.6,1.856224615,NA,NA,NA,NA,1,0
Squamata,Elapidae,Parasuta_flagellum,7.05,1.304776892,NA,NA,NA,NA,1,0
Squamata,Elapidae,Parasuta_gouldii,15.67,1.4242545,NA,NA,NA,NA,1,0
Squamata,Elapidae,Parasuta_monachus,13.6,1.785337232,NA,NA,NA,NA,1,0
Squamata,Elapidae,Parasuta_nigriceps,17.91,1.965635754,NA,NA,NA,NA,1,0
Squamata,Elapidae,Parasuta_spectabilis,11.49,2.357502009,NA,NA,NA,NA,1,0
Squamata,Elapidae,Pseudechis_australis,642,9.583301785,8.6,NA,NA,11.1,0,0
Squamata,Elapidae,Pseudechis_butleri,242.07,9.775676949,NA,NA,NA,NA,0,0
Squamata,Elapidae,Pseudechis_colletti,498.75,18.60586581,NA,NA,NA,NA,0,0
Squamata,Elapidae,Pseudechis_guttatus,306.94,7.304724589,NA,NA,NA,NA,0,0
Squamata,Elapidae,Pseudechis_porphyriacus,304,7.142901247,24,1,2.6,25,1,0
Squamata,Elapidae,Pseudonaja_affinis,368,7.385702823,NA,NA,NA,NA,0,0
Squamata,Elapidae,Pseudonaja_guttata,125.21,5.793097329,5.8,NA,NA,12,0,0
Squamata,Elapidae,Pseudonaja_modesta,30.77,1.137058427,NA,NA,NA,NA,0,0
Squamata,Elapidae,Pseudonaja_nuchalis,464,NA,NA,NA,NA,NA,0,0
Squamata,Elapidae,Pseudonaja_textilis,469,4.98756532,16,3,NA,15,0,0
Squamata,Elapidae,Rhinoplocephalus_bicolor,17.4,NA,NA,NA,NA,NA,1,0
Squamata,Elapidae,Simoselaps_anomalus,4.49,0.634724672,NA,NA,NA,NA,0,0
Squamata,Elapidae,Simoselaps_bertholdi,7.6,0.477233559,NA,NA,NA,NA,0,0
Squamata,Elapidae,Simoselaps_bimaculatus,8.9,2.357502009,4.5,1,NA,NA,0,0
Squamata,Elapidae,Simoselaps_littoralis,7.75,0.430551882,NA,NA,NA,NA,0,0
Squamata,Elapidae,Suta_fasciata,28.55,1.615219677,NA,NA,NA,NA,1,0
Squamata,Elapidae,Suta_ordensis,NA,NA,3.5,NA,NA,NA,1,0
Squamata,Elapidae,Suta_punctata,21.08,1.615219677,NA,NA,NA,NA,1,0
Squamata,Elapidae,Suta_suta,29.28,3.055406119,4.6,NA,NA,12,1,0
Squamata,Elapidae,Tropidechis_carinatus,170,3.678522196,10.2,NA,NA,9,1,0
Squamata,Elapidae,Vermicella_annulata,14.5,3.795694094,NA,NA,NA,NA,0,0
Squamata,Elapidae,Vermicella_calonotus,5,0.910659461,NA,NA,NA,NA,0,0
Squamata,Elapidae,Walterinnesia_aegyptia,320.6,10,13.5,NA,NA,11.3,0,0
Squamata,Eublepharidae,Aeluroscalabotes_felinus,25.32666667,1.748438213,2,2,NA,NA,0,0
Squamata,Eublepharidae,Coleonyx_brevis,3.2,0.189603856,2,2.466666667,1,5,0,0
Squamata,Eublepharidae,Coleonyx_elegans,11.2,0.945393412,2,2.733333333,NA,11,0,0
Squamata,Eublepharidae,Coleonyx_mitratus,12.1,0.734323051,2,NA,NA,NA,0,0
Squamata,Eublepharidae,Coleonyx_reticulatus,8.9,1.097468424,2,2,2.5,8.9,0,0
Squamata,Eublepharidae,Coleonyx_switaki,9.3,NA,NA,NA,NA,NA,0,0
Squamata,Eublepharidae,Coleonyx_variegatus,3.9,0.297051583,2,2.133333333,0.9,34.8,0,0
Squamata,Eublepharidae,Eublepharis_angramainyu,86.6,14.49910067,2,NA,NA,NA,0,0
Squamata,Eublepharidae,Eublepharis_fuscus,34.3,NA,NA,NA,NA,NA,0,0
Squamata,Eublepharidae,Eublepharis_macularius,59.7,2.30032918,2.333333333,2.833333333,1.097945206,29,0,0
Squamata,Eublepharidae,Eublepharis_turcmenicus,44.52333333,6.894048098,2,2,NA,NA,0,0
Squamata,Eublepharidae,Goniurosaurus_araneus,22.3,1.824514424,2,2.9,NA,NA,0,0
Squamata,Eublepharidae,Goniurosaurus_kuroiwae,10.7,0.552388639,2,3,1.666666667,9.4,0,0
Squamata,Eublepharidae,Goniurosaurus_lichtenfelderi,12.4,1.212902078,2,NA,NA,NA,0,0
Squamata,Eublepharidae,Goniurosaurus_luii,23,1.573947712,2,NA,NA,NA,0,0
Squamata,Eublepharidae,Hemitheconyx_caudicinctus,44,1.831564185,2,NA,1,16.2,0,0
Squamata,Eublepharidae,Hemitheconyx_taylori,23.95,3.00518614,NA,NA,NA,NA,0,0
Squamata,Eublepharidae,Holodactylus_africanus,8.6,1.212902078,2,NA,NA,NA,0,0
Squamata,Gekkonida,Ptychozoon_nicobarensis,15.38,0.869043474,2,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Afroedura_africana,NA,NA,2,NA,NA,3.6,0,0
Squamata,Gekkonidae,Afroedura_karroica,3.05,0.310110739,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Afroedura_transvaalica,5.09,0.488166149,1.75,NA,NA,2.1,0,0
Squamata,Gekkonidae,Ailuronyx_seychellensis,36,0.687542429,1.833333333,NA,NA,6.2,0,0
Squamata,Gekkonidae,Ailuronyx_tachyscopaeus,6.82,0.686313644,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Ailuronyx_trachygaster,68.63,2.938813696,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Alsophylax_laevis,0.873333333,0.154380383,1.833333333,2,NA,NA,0,0
Squamata,Gekkonidae,Alsophylax_loricatus,0.566666667,0.111310713,1.833333333,1.45,NA,NA,0,0
Squamata,Gekkonidae,Alsophylax_pipiens,0.9325,0.138403358,1.75,1.966666667,1,3.5,0,0
Squamata,Gekkonidae,Alsophylax_szczerbaki,0.536666667,0.115548089,1.833333333,1.45,NA,NA,0,0
Squamata,Gekkonidae,Altiphylax_levitoni,1.31,0.25631638,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Altiphylax_stoliczkai,2.07,0.351735095,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Altiphylax_tokobajevi,1.6,0.25631638,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Blaesodactylus_boivini,NA,2.37,2,NA,NA,5.2,0,0
Squamata,Gekkonidae,Blaesodactylus_sakalava,NA,3.85,NA,NA,NA,8,0,0
Squamata,Gekkonidae,Bunopus_blanfordii,1.7,0.270877587,2,NA,NA,6,0,0
Squamata,Gekkonidae,Bunopus_spatalurus,3.75,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Bunopus_tuberculatus,1.45,0.239815423,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Calodactylodes_illingworthorum,10.84,0.785298492,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Chondrodactylus_angulifer,19.7,1.302206246,1.92,2.933333333,1,10.8,0,0
Squamata,Gekkonidae,Chondrodactylus_bibronii,12.08,0.461711836,2,2.25,NA,6.1,0,0
Squamata,Gekkonidae,Chondrodactylus_turneri,NA,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Christinus_guentheri,14.6,0.625204999,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Christinus_marmoratus,3.7,0.127884511,1.9,1.133333333,2,12.8,0,0
Squamata,Gekkonidae,Cnemaspis_africana,2.74,0.194424143,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_alantika,2.32,0.607288518,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_assamensis,0.91,0.147702638,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_heteropholis,1.54,0.172647833,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_kandiana,0.906666667,0.071176318,2,8.75,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_koehleri,2.51,0.09217255,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_kumarasinghei,0.69,0.053409115,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_limi,NA,NA,1.5,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_ornata,3.13,0.313931607,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_otai,0.84,0.194424143,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_podihuna,0.28,0.042983499,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_quattuorseriata,1.68,0.083660019,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_scalpensis,0.95,0.06817783,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_upendrai,0.95,0.12950001,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_whittenorum,0.79,0.075666504,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Cnemaspis_wynadensis,1.67,0.177937685,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Colopus_wahlbergii,4.07,NA,2,NA,NA,5.5,0,0
Squamata,Gekkonidae,Crossobamon_eversmanni,2.223333333,0.316880637,1.833333333,2.45,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_angularis,NA,NA,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_annulatus,6.39,0.414831321,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_astrum,18.29,1.795697555,NA,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Cyrtodactylus_ayeyarwadyensis,NA,NA,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_baluensis,12.54,0.785298492,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_brevipalmatus,7.85,0.414831321,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_cryptus,8,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_epiroticus,26.4,2.660158141,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_fraenatus,13.87,1.598845101,2.5,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_gansi,5.19,0.642995964,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_guakanthanensis,11.1,1.136152678,NA,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Cyrtodactylus_intermedius,10.88,1.00956352,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_laevigatus,1.96,0.414831321,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_lekaguli,14.85,1.318300521,2,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Cyrtodactylus_loriae,38.94,2.51292515,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_louisiadensis,35.71,5.561415977,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_macrotuberculatus,26.73,2.089840042,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_malayanus,NA,NA,1.97,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_marmoratus,NA,0.57,2,NA,NA,3.1,0,0
Squamata,Gekkonidae,Cyrtodactylus_martinstolli,7.12,NA,NA,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_mcdonaldi,14.3,1.468029514,2,4,1.3,10,0,0
Squamata,Gekkonidae,Cyrtodactylus_nuaulu,11.27,1.288285811,NA,NA,NA,NA,NaN,0
Squamata,Gekkonidae,Cyrtodactylus_oldhami,5.32,0.462282447,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_paradoxus,7.25,0.567260035,2,NA,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_peguensis,9.49,0.535240248,1.5,3.5,NA,NA,0,0
Squamata,Gekkonidae,Cyrtodactylus_philippinicus,10.43,0.896685362,2,NA,NA,NA,0,0
