Order,Family,Genus,Species,Body_mass_grams,Body_size_mm,Age_sexual_maturity_years,Size_sexual_maturity_mm,max_longevity_years,Egg_mass_grams,Clutch_size,Birth_weight_grams,Offspring_size,Reproductive_output,Incubation_time_days,larval_period_days,metamorphosis_size_mm,Databases & references
Anura,Cycloramphidae,Odontophrynus,Odontophrynus salvatori,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys appendiculata,NA,63.2,NA,NA,NA,NA,505.5,NA,2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys avelinoi,NA,36.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys bigibbosa,NA,53.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys boiei,9.5,74.3,NA,NA,NA,NA,1296,NA,1.8,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys brauni,NA,39.8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys concavitympanum,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys cristiceps,NA,50.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys cururu,NA,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys goyana,NA,62.6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys laticeps,NA,82.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys melanopogon,NA,65.8,NA,NA,NA,NA,664,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys moehringi,NA,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys moratoi,NA,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys palustris,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys paviotii,NA,56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys phyllostoma,NA,76.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys renalis,NA,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys rondonae,NA,62.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys sanctaritae,NA,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys schirchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys subguttata,NA,58.9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Proceratophrys,Proceratophrys tupinamba,NA,72.8,NA,NA,NA,NA,837.5,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Thoropa,Thoropa lutzi,NA,30,NA,NA,NA,NA,265,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Thoropa,Thoropa megatympanum,NA,53,NA,NA,NA,NA,67.5,NA,3.4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Thoropa,Thoropa miliaris,7.5,78,NA,NA,NA,NA,516.5,NA,1.7,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Thoropa,Thoropa petropolitana,NA,27,NA,NA,NA,NA,33,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Thoropa,Thoropa saxatilis,NA,58,NA,NA,NA,NA,33,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Thoropa,Thoropa taophora,NA,102.1,NA,NA,NA,NA,793,NA,1.8,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Crossodactylodes,Crossodactylodes bokermanni,NA,17,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Crossodactylodes,Crossodactylodes Izecksohni,NA,15,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Crossodactylodes,Crossodactylodes pintoi,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus acangatan,NA,48.1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus asper,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus bandeirensis,NA,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus bolitoglossus,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus boraceiensis,NA,59,NA,NA,NA,NA,89.5,NA,1.7,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus brasiliensis,NA,77.8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus carvalhoi,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus catarinensis,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus cedrensis,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus diringshofeni,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus dubius,NA,60.3,NA,NA,NA,NA,55,NA,3,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus duseni,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus eleutherodactylus,NA,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus faustoi,10.1,44,NA,NA,NA,NA,25.5,NA,2.9,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus fuliginosus,NA,64.3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus granulosus,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus Izecksohni,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus juimirim,NA,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus lutzorum,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus migueli,NA,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus mirandaribeiroi,NA,68.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus ohausi,NA,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus organensis,NA,33.3,NA,NA,NA,NA,21,NA,1.9,1.5,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus rhyakonastes,NA,56.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus semipalmatus,NA,50.9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus stejnegeri,NA,56,NA,NA,NA,NA,30,NA,4,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Cycloramphus,Cycloramphus valae,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Rhinoderma,Rhinoderma darwinii,30,31,NA,NA,NA,NA,22,NA,3.6,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Rhinoderma,Rhinoderma rufum,NA,33,NA,NA,NA,NA,18,NA,2.4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Zachaenus,Zachaenus carvalhoi,NA,37,NA,NA,NA,NA,37,NA,4.8,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Cycloramphidae,Zachaenus,Zachaenus parvulus,3.5,29.6,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,Oliveira et al. 2017
Anura,Dendrobatidae,Colostethus,Colostethus poecilonotus,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Dendrobatidae,Colostethus,Colostethus ramirezi,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Dendrobatidae,Ameerega,Ameerega altamazonica,NA,25,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Dendrobatidae,Ameerega,Ameerega andina,NA,22,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Dendrobatidae,Ameerega,Ameerega bassleri,NA,42,NA,NA,NA,NA,17,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Dendrobatidae,Ameerega,Ameerega bilinguis,1.15,22.6,NA,NA,NA,NA,10,NA,NA,6,NA,NA,NA,Oliveira et al. 2017
Anura,Dendrobatidae,Ameerega,Ameerega boehmei,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Dendrobatidae,Ameerega,Ameerega boliviana,NA,26.6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
