Order,Family,Genus,Species,Body_mass_grams,Body_size_mm,Age_sexual_maturity_years,Size_sexual_maturity_mm,max_longevity_years,Egg_mass_grams,Clutch_size,Birth_weight_grams,Offspring_size,Reproductive_output,Incubation_time_days,larval_period_days,metamorphosis_size_mm,Databases & references
Anura,Microhylidae,Cophixalus,Cophixalus tagulensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Cophixalus,Cophixalus tetzlaffi,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Cophixalus,Cophixalus timidus,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Cophixalus,Cophixalus tomaiodactylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Cophixalus,Cophixalus tridactylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Cophixalus,Cophixalus variabilis,NA,19.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Cophixalus,Cophixalus verecundus,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Cophixalus,Cophixalus verrucosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Cophixalus,Cophixalus wempi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Cophixalus,Cophixalus zweifeli,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Copiula,Copiula exspectata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Copiula,Copiula fistulans,NA,36,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Copiula,Copiula major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Copiula,Copiula minor,NA,24.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Copiula,Copiula obsti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Copiula,Copiula oxyrhina,NA,29.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Copiula,Copiula pipiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Copiula,Copiula tyleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Genyophryne,Genyophryne thomsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Hylophorbus,Hylophorbus nigrinus,NA,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Hylophorbus,Hylophorbus picoides,NA,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Hylophorbus,Hylophorbus proekes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Hylophorbus,Hylophorbus rainerguentheri,NA,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Hylophorbus,Hylophorbus richardsi,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Hylophorbus,Hylophorbus rufescens,NA,42,NA,NA,NA,NA,13,NA,5.4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Hylophorbus,Hylophorbus sextus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Hylophorbus,Hylophorbus tetraphonus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Hylophorbus,Hylophorbus wondiwoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Liophryne,Liophryne allisoni,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Liophryne,Liophryne dentata,NA,38,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Liophryne,Liophryne magnitympanum,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Liophryne,Liophryne rhododactyla,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Liophryne,Liophryne rubra,NA,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Liophryne,Liophryne schlaginhaufeni,NA,43,NA,NA,NA,NA,NA,NA,2.5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Liophryne,Liophryne similis,NA,52,NA,NA,NA,NA,24,NA,6,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Mantophryne,Mantophryne axanthogaster,NA,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Mantophryne,Mantophryne infulata,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Mantophryne,Mantophryne lateralis,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Mantophryne,Mantophryne louisiadensis,NA,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Metamagnusia,Metamagnusia marani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Metamagnusia,Metamagnusia slateri,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oninia,Oninia senglaubi,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne albopunctata,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne alticola,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne anamiatoi,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne anthonyi,NA,47,NA,NA,NA,NA,24.5,NA,2.5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne anulata,NA,NA,NA,NA,NA,NA,6,NA,3,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne asplenicola,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne atrigularis,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne biroi,NA,28.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne brachypus,NA,24,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne brevicrus,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne brevirostris,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne celebensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne clamata,NA,20.4,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne crucifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne ezra,NA,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne flava,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne frontifasciata,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne furu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne geislerorum,NA,29.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne geminus,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne habbemensis,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne hypsiops,NA,26,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne idenburgensis,NA,47,NA,NA,NA,NA,15,NA,4.5,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne inornata,NA,41,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne insulana,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne jeffersoniana,NA,18.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne kampeni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne kapisa,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne loriae,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne mertoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne minuta,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne moluccensis,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne monticola,NA,30,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne nana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne notata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne parkeri,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne pseudasplenicola,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne rookmaakeri,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne sibilans,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne terrestris,NA,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne unicolor,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne variabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne waira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne wapoga,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne wolterstorffi,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oreophryne,Oreophryne zimmeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oxydactyla,Oxydactyla alpestris,NA,27.8,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oxydactyla,Oxydactyla brevicrus,NA,27.2,NA,NA,NA,NA,14,NA,5,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oxydactyla,Oxydactyla coggeri,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oxydactyla,Oxydactyla crassa,NA,30.1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Oxydactyla,Oxydactyla stenodactyla,NA,32,NA,NA,NA,NA,23,NA,3,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Paedophryne,Paedophryne kathismaphlox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Paedophryne,Paedophryne oyatabu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Pherohapsis,Pherohapsis menziesi,NA,31,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Pseudocallulops,Pseudocallulops eurydactylus,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Pseudocallulops,Pseudocallulops pullifer,NA,41,NA,NA,NA,NA,14,NA,2.1,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Sphenophryne,Sphenophryne cornuta,NA,39,NA,NA,NA,NA,8,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina adisca,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina anorbis,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina arboricola,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina arfakiana,NA,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina bidens,NA,29,NA,NA,NA,NA,NA,NA,3.5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina bouwensi,NA,24,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina eiponis,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina fuscigula,NA,42.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina gigantea,NA,90,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina huon,NA,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina lanthanites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina macrodisca,NA,41.5,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina macrops,NA,55.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina mehelyi,NA,37,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina minima,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina multisica,NA,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina obesa,NA,72.3,NA,NA,NA,NA,NA,NA,4.4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina ocellata,NA,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina ophiodon,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina oxycephala,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina parkerorum,NA,68,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina rostrata,NA,54,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina scheepstrai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina schiefenhoeveli,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina similis,NA,51.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina subcrocea,NA,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina tumulus,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina varia,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Xenorhina,Xenorhina zweifeli,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Anodonthyla,Anodonthyla boulengerii,NA,23,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Anodonthyla,Anodonthyla emilei,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Anodonthyla,Anodonthyla hutchisoni,NA,24.4,NA,NA,NA,NA,26,NA,3.3,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Anodonthyla,Anodonthyla jeanbai,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Anodonthyla,Anodonthyla montana,NA,33,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Anodonthyla,Anodonthyla moramora,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Anodonthyla,Anodonthyla nigrigularis,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Anodonthyla,Anodonthyla pollicaris,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Anodonthyla,Anodonthyla rouxae,NA,34,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Anodonthyla,Anodonthyla theoi,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Anodonthyla,Anodonthyla vallani,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Cophyla,Cophyla berara,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Cophyla,Cophyla occultans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Cophyla,Cophyla phyllodactyla,NA,29,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Madecassophryne,Madecassophryne truebae,NA,23,NA,NA,NA,NA,18,NA,2.5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Platypelis,Platypelis alticola,NA,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Platypelis,Platypelis barbouri,NA,23,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Platypelis,Platypelis cowanii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Platypelis,Platypelis grandis,NA,88,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Platypelis,Platypelis mavomavo,NA,35,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Platypelis,Platypelis milloti,NA,30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Platypelis,Platypelis pollicaris,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Platypelis,Platypelis tetra,NA,19.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Platypelis,Platypelis tsaratananaensis,NA,27.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Platypelis,Platypelis tuberifera,NA,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Plethodontohyla,Plethodontohyla bipunctata,NA,24.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Plethodontohyla,Plethodontohyla brevipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Plethodontohyla,Plethodontohyla fonetana,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Plethodontohyla,Plethodontohyla guentheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Plethodontohyla,Plethodontohyla inguinalis,NA,100,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Plethodontohyla,Plethodontohyla mihanika,NA,34.4,NA,NA,NA,NA,75.5,NA,3,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Plethodontohyla,Plethodontohyla notosticta,NA,42,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Plethodontohyla,Plethodontohyla ocellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Plethodontohyla,Plethodontohyla tuberata,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Rhombophryne,Rhombophryne alluaudi,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Rhombophryne,Rhombophryne coronata,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Rhombophryne,Rhombophryne coudreaui,NA,28,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Rhombophryne,Rhombophryne guentherpetersi,NA,35,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Rhombophryne,Rhombophryne laevipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Rhombophryne,Rhombophryne mangabensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Rhombophryne,Rhombophryne matavy,NA,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Rhombophryne,Rhombophryne minuta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Rhombophryne,Rhombophryne serratopalpebrosa,NA,28,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Rhombophryne,Rhombophryne testudo,NA,45,NA,NA,NA,NA,11,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Microhylidae,Stumpffia,Stumpffia be,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
