iucn_2021_binomial,Species,China_Red_List,IUCN_Red_List,Body_size_mm,Clutch_size_n,Trophic_level,Habitat_specificity,Geographic_range_size_km2,Dispersal_ratio_dp,Nest_type,Nest_site,Flocking_tendency,Migrant_status,Hunting_vulnerability
Anas_platyrhynchos,Anas_platyrhynchos,0,0,523.75,9,1,6,961.58,16.78,1,5,1,2,1
Anas_poecilorhyncha,Anas_poecilorhyncha,0,0,570.5,9.5,1,7,961.58,15.91,1,5,1,2,1
Anas_acuta,Anas_acuta,0,0,567.5,8.5,1,7,961.58,18.15,1,5,1,2,1
Spatula_querquedula,Anas_querquedula,0,0,368.75,10,1,7,961.58,16.51,1,5,2,2,1
Spatula_clypeata,Anas_clypeata,0,0,266.15,10,1,6,961.58,18.11,1,5,1,2,0
Netta_rufina,Netta_rufina,0,0,509.5,9,1,2,718.99,15.11,1,5,1,2,1
Aythya_ferina,Aythya_ferina,0,0,259.15,8,1,5,959.02,11.01,1,5,2,2,0
Aythya_baeri,Aythya_baeri,2,2,238.5,7.5,1,10,793.02,13.03,1,5,0,2,1
Aythya_nyroca,Aythya_nyroca,1,1,385.15,9,1,5,831.97,11.17,1,4,1,2,1
Aythya_fuligula,Aythya_fuligula,0,0,209.75,9,6,6,961.58,11.62,1,5,1,2,0
Aythya_marila,Aythya_marila,0,0,256.15,8.5,1,5,283.17,11.62,1,5,1,2,0
Clangula_hyemalis,Clangula_hyemalis,3,1,269.5,7,6,1,238.72,13.31,1,5,1,2,0
Melanitta_stejnegeri,Melanitta_fuscua,1,3,525,8,1,1,555.25,13.39,1,5,1,2,0
Bucephala_clangula,Bucephala_clangula,0,0,265,10,6,2,959.02,11.17,0,1,1,1,0
Mergellus_albellus,Mergellus_albellus,0,0,213.15,8,6,5,959.02,11.59,0,1,1,2,0
Mergus_serrator,Mergus_serrator,0,0,569.15,10,6,5,591.53,15.71,1,5,0,1,0
Mergus_merganser,Mergus_merganser,0,0,617.5,10.5,6,5,958.93,12.88,0,1,0,0,0
Mergus_squamatus,Mergus_squamatus,3,3,563,10,6,3,631.1,13.81,0,1,0,1,2
Oxyura_leucocephala,Oxyura_leucocephala,2,3,255,8,1,1,182.59,18,1,4,0,1,2
Pandion_haliaetus,Pandion_haliaetus,1,0,575.15,1.5,6,8,961.58,23.96,1,1,0,1,0
Aviceda_jerdoni,Aviceda_jerdoni,1,0,270,1.5,7,1,66.11,58.72,1,1,0,1,0
Aviceda_leuphotes,Aviceda_leuphotes,0,0,315,1.5,7,3,356.01,20.35,1,1,0,1,0
Pernis_ptilorhynchus,Pernis_ptilorhynchus,1,0,550,1,5,2,961.58,20.17,1,1,0,1,0
Elanus_caeruleus,Elanus_caeruleus,1,0,315,2,7,5,155.22,25.61,1,1,0,2,0
Milvus_migrans,Milvus_migrans,0,0,618.75,1.5,7,10,961.58,28.07,1,1,0,2,1
Haliastur_indus,Haliastur_indus,1,0,235,1.5,7,7,173.08,26.55,1,1,0,2,0
Haliaeetus_leucogaster,Haliaeetus_leucogaster,1,0,775,1,7,5,155.92,36.36,1,1,0,2,0
Haliaeetus_leucoryphus,Haliaeetus_leucoryphus,3,1,797.75,3,7,2,802.91,39.26,1,1,0,1,2
Haliaeetus_albicilla,Haliaeetus_albicilla,1,0,865,1,7,5,959.02,39.71,1,1,1,1,1
Haliaeetus_pelagicus,Haliaeetus_pelagicus,3,1,1018.5,1,7,1,102.98,35.71,1,1,0,0,2
Icthyophaga_humilis,Icthyophaga_humilis,1,1,650,1.5,7,1,3.52,20.75,1,1,0,1,0
Gypaetus_barbatus,Gypaetus_barbatus,1,1,1100,1,7,1,666.92,29.29,1,1,0,0,0
Gyps_himalayensis,Gyps_himalayensis,1,1,1329.5,1,7,1,295.5,36.1,1,1,0,1,0
Gyps_fulvus,Gyps_fulvus,1,0,1000,1,7,1,186.11,38.75,1,1,0,0,0
Aegypius_monachus,Aegypius_monachus,1,1,1111.5,1,7,1,961.58,39.25,1,1,0,2,1
Sarcogyps_calvus,Sarcogyps_calvus,2,2,815,1,7,1,39,36.96,1,1,0,2,2
Circaetus_gallicus,Circaetus_gallicus,1,0,665,1,7,1,121.83,25.18,1,1,0,2,0
Spilornis_cheela,Spilornis_cheela,1,0,615,1,7,1,315.33,38.23,1,1,0,2,1
Circus_aeruginosus,Circus_aeruginosus,1,0,538.5,2.5,7,3,568.99,22.73,1,1,0,2,0
Circus_spilonotus,Circus_spilonotus,1,0,526.5,2.5,7,1,961.58,27.67,1,1,0,2,0
Circus_cyaneus,Circus_cyaneus,1,0,279.15,2.5,7,9,961.58,22.77,1,1,0,0,0
Circus_macrourus,Circus_macrourus,1,1,280,2,7,2,537.12,26.7,1,5,0,0,1
Circus_melanoleucos,Circus_melanoleucos,1,0,251.15,2.5,7,6,596.51,51.86,1,3,0,1,0
Circus_pygargus,Circus_pygargus,1,0,266.15,2.5,7,6,111.17,51.91,1,3,0,2,0
Accipiter_trivirgatus,Accipiter_trivirgatus,1,0,230,1.5,7,3,389,33.08,1,1,0,0,0
Accipiter_badius,Accipiter_badius,1,0,315,3.5,7,10,171.21,19.36,1,1,0,1,1
Accipiter_soloensis,Accipiter_soloensis,0,0,301.75,3.5,7,1,355.52,39.61,1,1,0,2,0
Accipiter_gularis,Accipiter_gularis,0,0,191,5.5,7,3,579.12,36.09,1,1,0,2,0
Accipiter_virgatus,Accipiter_virgatus,0,0,337,3.5,7,3,557.11,33.63,1,1,0,1,1
Accipiter_nisus,Accipiter_nisus,0,0,357.5,3.5,7,2,961.58,25.25,1,1,0,1,1
Accipiter_gentilis,Accipiter_gentilis,1,0,525.5,1,7,2,961.58,35.63,1,1,0,1,1
Butastur_indicus,Butastur_indicus,1,0,231.5,3.5,7,5,518.31,21.71,1,1,0,2,0
Buteo_buteo,Buteo_buteo,0,0,533,1.5,7,2,961.58,21.15,1,1,0,0,0
Buteo_rufinus,Buteo_rufinus,1,0,575,2,7,5,370.59,20.51,1,1,0,1,0
Buteo_hemilasius,Buteo_hemilasius,1,0,611.15,3,7,1,837,39.37,1,1,0,2,0
Buteo_lagopus,Buteo_lagopus,1,0,528.75,3.5,7,2,533.32,22.11,1,1,0,1,0
Ictinaetus_malaiensis,Ictinaetus_malaiensis,1,0,706.5,1,7,1,113.99,51.11,1,1,0,1,0
Clanga_clanga,Aquila_clanga,3,1,671.75,1,7,1,860.59,21.71,1,1,0,1,2
Aquila_nipalensis,Aquila_nipalensis,1,0,727,1,7,1,697.98,21.31,1,1,0,1,0
Aquila_heliaca,Aquila_heliaca,3,1,795.5,1.5,7,2,718.92,25.26,1,1,0,0,2
Aquila_chrysaetos,Aquila_chrysaetos,1,0,882.15,1,7,1,931.75,20.11,1,1,0,0,2
Aquila_fasciata,Aquila_fasciata,1,0,711,1,7,6,159.21,20.31,1,1,0,0,2
Hieraaetus_pennatus,Hieraaetus_pennatus,1,0,291.5,1,7,2,297.16,57.16,1,1,0,0,0
Lophotriorchis_kienerii,Lophotriorchis_kienerii,1,0,510,1,7,1,3.52,22.33,1,1,0,2,0
Nisaetus_nipalensis,Nisaetus_nipalensis,1,0,711.5,1,7,3,231.08,36.5,1,1,0,1,0
Nisaetus_cirrhatus,Nisaetus_cirrhatus,1,0,1100,1,7,1,39,27.28,1,1,0,0,0
Microhierax_caerulescens,Microhierax_caerulescens,1,0,195,2.5,7,1,39,17.75,0,1,0,1,0
Microhierax_melanoleucos,Microhierax_melanoleucos,1,0,179.5,3.5,7,1,160.56,31.15,1,1,0,2,0
Falco_naumanni,Falco_naumanni,1,0,312.5,2.5,7,3,539.19,25.11,1,1,0,2,1
Falco_tinnunculus,Falco_tinnunculus,0,0,330.15,2.5,7,9,961.58,20.2,1,1,0,1,0
Falco_vespertinus,Falco_vespertinus,1,1,199,3.5,7,5,166,22.08,1,1,0,2,0
Falco_amurensis,Falco_amurensis,1,0,177.5,2,7,9,671.81,23.27,1,1,0,1,0
Falco_columbarius,Falco_columbarius,1,0,191.75,3.5,7,2,892.53,37.7,1,1,0,1,0
Falco_subbuteo,Falco_subbuteo,0,0,316.15,3,7,7,959.02,22.68,1,1,1,0,0
Falco_cherrug,Falco_cherrug,3,3,519,2,7,3,626.7,38.81,1,1,1,0,2
Falco_rusticolus,Falco_rusticolus,1,0,522.15,3.5,7,2,113.3,33.58,1,1,1,0,0
Falco_peregrinus,Falco_pelegrinoides,1,0,385,3,7,1,76.31,22.13,1,1,1,0,0
Falco_peregrinus,Falco_peregrinus,1,0,255.15,3,7,7,771.69,38.39,1,1,1,0,1
Falcipennis_falcipennis,Dendragapus_falcipennis,5,1,390,8,1,1,27.3,11.65,1,5,1,0,2
Lagopus_lagopus,Lagopus_lagopus,1,0,395,7.5,3,1,113.3,12.52,1,5,1,0,0
Lagopus_muta,Lagopus_muta,1,0,371.5,9,3,3,166,15.67,1,5,1,0,0
Lyrurus_tetrix,Lyrurus_tetrix,1,0,511.5,9,3,1,382.01,13.78,1,5,1,0,2
Tetrao_urogallus,Tetrao_urogallus,3,0,810,8,3,1,166,12.38,1,5,1,0,2
Tetrao_urogalloides,Tetrao_parvirostris,3,0,727.5,7.5,3,1,182.28,13.28,1,5,1,0,2
Bonasa_bonasia,Bonasa_bonasia,0,0,356.5,10,3,1,382.01,11.19,1,5,1,0,2
Bonasa_sewerzowi,Bonasa_sewerzowi,1,1,355.5,6.5,3,3,311.86,15.29,1,5,1,0,2
Lerwa_lerwa,Lerwa_lerwa,1,0,370,2.5,3,5,153.19,13.19,0,5,1,0,2
Tetraophasis_obscurus,Tetraophasis_obscurus,1,0,270,5,1,3,163.62,11.52,1,5,2,0,2
Tetraophasis_szechenyii,Tetraophasis_szechenyii,1,0,270,5,3,3,177.29,10.6,1,5,2,0,2
Tetraogallus_tibetanus,Tetraogallus_tibetanus,1,0,551,5.5,3,2,288.86,13.19,0,5,1,0,2
Tetraogallus_altaicus,Tetraogallus_altaicus,1,0,580,6,1,1,166,13.96,1,5,1,2,0
Tetraogallus_himalayensis,Tetraogallus_himalayensis,1,0,526.5,6.5,3,3,181.02,18.37,0,5,1,2,0
Alectoris_magna,Alectoris_magna,1,0,376,11,3,1,111.68,10.72,1,5,1,0,2
Alectoris_chukar,Alectoris_chukar,0,0,313.5,11,1,1,631.27,19.16,1,5,1,0,2
Francolinus_pintadeanus,Francolinus_pintadeanus,1,0,312.15,2.5,1,3,196.32,10.62,1,5,1,0,2
Perdix_perdix,Perdix_perdix,0,0,300,17,1,1,166,11.09,1,5,1,0,2
Perdix_dauurica,Perdix_dauurica,0,0,181.75,15.5,1,2,522.79,11.17,1,5,1,0,2
Perdix_hodgsoniae,Perdix_hodgsoniae,0,0,176.15,10,1,7,229.86,19.98,1,5,1,0,2
Coturnix_japonica,Coturnix_japonica,0,1,175,10.5,1,3,676.36,11.51,1,5,1,0,2
Coturnix_coturnix,Coturnix_coturnix,0,0,189.15,11,1,2,186.11,12.08,1,5,1,0,2
Synoicus_chinensis,Coturnix_chinensis,1,0,130,6,1,1,117.81,19.88,1,5,1,0,2
Arborophila_torqueola,Arborophila_torqueola,0,0,172.75,2,1,1,159.11,10.18,1,5,1,0,2
Arborophila_rufipectus,Arborophila_rufipectus,3,3,300.75,5,1,1,87.6,10.11,1,5,1,0,2
Arborophila_mandellii,Arborophila_mandellii,1,1,161.5,2.5,1,1,110.11,11.09,1,5,1,0,2
Arborophila_gingica,Arborophila_gingica,1,1,300,6,1,1,101.26,11.62,1,5,1,0,2
Arborophila_rufogularis,Arborophila_rufogularis,0,0,170.75,2.5,1,2,159.11,10.98,1,5,0,0,2
Arborophila_atrogularis,Arborophila_atrogularis,1,1,160,2,1,1,39,11.18,1,5,1,0,2
Arborophila_crudigularis,Arborophila_crudigularis,1,0,130,7,1,1,3.61,10.21,1,5,2,0,0
Arborophila_ardens,Arborophila_ardens,3,1,159,1,1,1,3.52,10.33,1,5,0,0,2
Arborophila_brunneopectus,Arborophila_brunneopectus,1,0,158.5,2,1,1,80.19,10.32,1,5,1,0,2
Tropicoperdix_chloropus,Arborophila_chloropus,1,0,165,2,1,1,39,13.53,1,5,1,0,0
Bambusicola_fytchii,Bambusicola_fytchii,0,0,319.15,2.5,1,8,118.89,10.81,1,5,1,0,2
Bambusicola_thoracicus,Bambusicola_thoracicus,0,0,192.75,8.5,1,2,322.07,19.18,1,5,0,0,2
Ithaginis_cruentus,Ithaginis_cruentus,1,0,215.15,6,1,6,323.22,13,0,5,1,0,0
Tragopan_satyra,Tragopan_satyra,1,1,625,2.5,1,1,110.11,11.07,1,1,1,0,2
Tragopan_temminckii,Tragopan_temminckii,1,0,531.5,2,3,1,363.07,10.83,1,1,1,0,2
Tragopan_caboti,Tragopan_caboti,3,1,653.5,3.5,3,1,101.26,19.19,1,1,1,0,2
Pucrasia_macrolopha,Pucrasia_macrolopha,0,0,517.15,7.5,3,1,586.52,10.26,1,5,1,0,2
Lophophorus_impejanus,Lophophorus_impejanus,1,0,700,5,3,3,159.11,11.91,1,5,0,0,2
Lophophorus_sclateri,Lophophorus_sclateri,3,1,637,3.5,3,2,159.11,11.66,0,5,1,0,2
Lophophorus_lhuysii,Lophophorus_lhuysii,3,1,770.75,2,3,2,311.86,12.03,1,5,1,0,2
Gallus_gallus,Gallus_gallus,1,0,531.15,7,1,2,82.18,11.33,1,5,1,0,1
Lophura_leucomelanos,Lophura_leucomelanos,1,0,586.15,10,1,1,159.11,10.91,1,5,1,0,0
Lophura_nycthemera,Lophura_nycthemera,0,0,871,6,1,1,190.02,11.91,1,5,0,0,1
Lophura_swinhoii,Lophura_swinhoii,1,1,627.5,5,1,1,3.61,12.72,1,5,0,0,2
Crossoptilon_crossoptilon,Crossoptilon_crossoptilon,1,1,912.5,5.5,1,3,177.29,13.98,1,5,1,0,2
Crossoptilon_harmani,Crossoptilon_harmani,1,1,835,5.5,3,3,110.11,13.01,1,5,0,0,2
Crossoptilon_auritum,Crossoptilon_auritum,1,0,899,8,3,3,188.58,12.11,1,5,1,1,2
Crossoptilon_mantchuricum,Crossoptilon_mantchuricum,1,1,982.75,7.5,3,1,56.77,11.95,1,5,0,1,2
Syrmaticus_ellioti,Syrmaticus_ellioti,1,1,621.5,6.5,1,1,159.31,13.78,1,5,1,2,2
Syrmaticus_humiae,Syrmaticus_humiae,1,1,722,8,1,1,61.67,11.01,1,5,2,2,2
Syrmaticus_mikado,Syrmaticus_mikado,1,1,701.75,7.5,1,1,3.61,11.65,1,5,1,2,2
Syrmaticus_reevesii,Syrmaticus_reevesii,3,1,1157,10,1,1,128.18,13.17,1,5,1,2,2
Phasianus_colchicus,Phasianus_colchicus,0,0,700,6,1,6,958.93,10.91,1,5,1,2,2
Chrysolophus_pictus,Chrysolophus_pictus,1,0,807.15,7,1,7,323.19,11.13,1,5,1,2,2
Chrysolophus_amherstiae,Chrysolophus_amherstiae,1,0,927.15,7.5,1,5,129.11,11.08,1,5,1,2,2
Polyplectron_bicalcaratum,Polyplectron_bicalcaratum,3,0,578.75,3.5,1,1,39,13.96,1,5,0,2,2
Polyplectron_katsumatae,Polyplectron_katsumatae,2,3,222,3.5,1,1,3.52,13.96,1,5,0,1,2
Pavo_muticus,Pavo_muticus,2,3,1501.5,5.5,1,3,39,12.51,1,5,0,1,2
Turnix_sylvaticus,Turnix_sylvaticus,0,0,130,2,1,1,28.8,18.19,1,5,0,1,0
Turnix_tanki,Turnix_tanki,0,0,151.75,3.5,1,5,600.05,11.29,1,5,0,2,0
Turnix_suscitator,Turnix_suscitator,0,0,155,2,1,3,117.93,10.88,1,3,0,0,0
Anthropoides_virgo,Anthropoides_virgo,0,0,790,1,1,10,773.06,36.71,1,5,0,1,0
Leucogeranus_leucogeranus,Grus_leucogeranus,2,2,1350,1,1,6,577.69,31.82,1,5,0,2,0
Grus_antigone,Grus_antigone,5,1,1261.5,1,1,5,39,31.18,1,5,0,2,2
Grus_vipio,Grus_vipio,3,1,1170,1,1,6,321.09,31.16,1,5,0,2,1
Grus_grus,Grus_grus,1,0,1065,1,1,11,821.36,33.13,1,5,0,1,0
Grus_monacha,Grus_monacha,3,1,925,1,1,9,205.75,31.15,1,5,0,2,2
Grus_nigricollis,Grus_nigricollis,1,1,1171.5,1,3,7,506.28,32.38,1,5,0,0,0
Grus_japonensis,Grus_japonensis,3,3,1360,1,1,5,372.5,19.15,1,5,0,2,0
Coturnicops_exquisitus,Coturnicops_exquisitus,1,1,130,6,1,11,231.52,16.19,1,5,1,1,0
Rallina_eurizonoides,Rallina_eurizonoides,1,0,125,6,5,1,103.28,15.68,1,3,1,1,0
Lewinia_striata,Gallirallus_striatus,0,0,153.75,7,1,8,113.16,12.16,1,5,1,1,0
Rallus_aquaticus,Rallus_aquaticus,0,0,166.75,7.5,1,1,838.81,15.21,1,5,1,2,0
Crex_crex,Crex_crex,1,0,166.5,9.5,1,3,186.11,15.13,1,5,0,1,0
Zapornia_akool,Amaurornis_akool,0,0,165,5,5,5,117.77,13.12,1,4,1,1,0
Amaurornis_phoenicurus,Amaurornis_phoenicurus,0,0,302,6,1,7,526.51,17.27,1,4,1,2,1
Zapornia_parva,Porzana_parva,0,0,190,7.5,1,2,166,16.67,1,4,1,0,0
Zapornia_pusilla,Porzana_pusilla,0,0,172.15,7.5,5,5,838.81,12.62,1,5,1,2,0
Porzana_porzana,Porzana_porzana,0,0,130.75,9,5,2,166,15.15,1,5,0,2,0
Zapornia_fusca,Porzana_fusca,1,0,115.75,7,1,6,600.05,15.86,1,5,1,2,0
Zapornia_paykullii,Porzana_paykullii,1,1,121.75,7.5,1,5,275.89,12.02,1,5,0,2,0
Zapornia_bicolor,Zapornia_bicolor,0,0,113.5,6.5,5,2,105.11,15.82,1,5,1,2,0
Gallicrex_cinerea,Gallicrex_cinerea,0,0,385.15,5.5,1,1,551.75,18.13,1,4,1,2,0
Porphyrio_porphyrio,Porphyrio_porphyrio,1,0,277.5,5,1,2,301.35,31.23,1,4,1,2,0
Gallinula_chloropus,Gallinula_chloropus,0,0,190,8,1,2,961.58,12.18,1,4,2,2,1
Fulica_atra,Fulica_atra,0,0,391,9,1,10,961.58,12.86,1,4,1,1,0
Otis_tarda,Otis_tarda,3,1,900,3,1,6,701.08,31.16,1,5,1,2,2
Chlamydotis_macqueenii,Chlamydotis_macqueenii,3,1,600,1.5,1,2,182.3,36.7,1,5,1,2,2
Hydrophasianus_chirurgus,Hydrophasianus_chirurgus,1,0,225,2,1,2,191.11,37.1,1,4,2,2,0
Rostratula_benghalensis,Rostratula_benghalensis,0,0,150.5,2.5,1,1,721.62,15.21,1,5,1,2,0
Haematopus_ostralegus,Haematopus_ostralegus,0,0,276,3,6,5,637.16,31.81,1,5,1,2,0
Ibidorhyncha_struthersii,Ibidorhyncha_struthersii,1,0,201.15,3.5,6,1,676.13,35.18,1,5,1,1,0
Himantopus_himantopus,Himantopus_himantopus,0,0,353.75,2,6,2,961.58,21.02,1,5,1,1,0
Recurvirostra_avosetta,Recurvirostra_avosetta,0,0,217.75,2,6,6,959.02,31.78,1,5,1,2,0
Burhinus_oedicnemus,Burhinus_oedicnemus,0,0,215,1,6,1,302.19,16.15,1,5,1,2,0
Esacus_recurvirostris,Esacus_recurvirostris,0,1,550,1.5,6,1,21.52,19.69,1,5,1,2,0
Glareola_pratincola,Glareola_pratincola,0,0,150,1.5,6,5,166,23.86,1,5,0,2,0
Glareola_maldivarum,Glareola_maldivarum,0,0,131.5,3,6,6,658.72,21.21,1,5,0,2,0
Glareola_lactea,Glareola_lactea,0,0,175,3,6,6,159.11,22.66,1,5,0,2,0
Vanellus_vanellus,Vanellus_vanellus,0,0,315.75,2,1,6,961.58,36.32,1,5,0,2,0
Vanellus_duvaucelii,Vanellus_duvaucelii,1,1,198.5,3.5,6,3,161.76,35.68,1,5,0,2,0
Vanellus_cinereus,Vanellus_cinereus,0,0,321,2,1,6,676.36,35.57,1,5,0,2,0
Pluvialis_fulva,Pluvialis_fulva,0,0,121.15,2.5,6,7,961.58,31.86,1,5,0,2,0
Pluvialis_squatarola,Pluvialis_squatarola,0,0,185,3.5,6,5,961.58,31.52,1,5,0,2,0
Charadrius_hiaticula,Charadrius_hiaticula,0,0,186.15,3.5,6,8,221.28,32.23,1,5,1,2,0
Charadrius_placidus,Charadrius_placidus,1,0,110.75,3.5,1,6,796.58,32.05,1,5,1,2,0
Charadrius_dubius,Charadrius_dubius,0,0,168,3.5,6,8,961.58,32.53,1,5,1,2,0
Charadrius_alexandrinus,Charadrius_alexandrinus,0,0,161.5,2,6,7,873.52,31.08,1,5,1,2,0
Charadrius_mongolus,Charadrius_mongolus,0,0,188.5,3,6,6,612.69,33.11,1,5,1,2,0
Charadrius_leschenaultii,Charadrius_leschenaultii,0,0,108.15,3,6,2,756.06,33.57,1,5,0,2,0
Charadrius_veredus,Charadrius_veredus,0,0,137.5,1,6,2,796.71,20.15,1,5,1,2,0
Scolopax_rusticola,Scolopax_rusticola,0,0,361.5,2,1,6,961.58,30.15,1,5,1,2,0
