iucn_2021_binomial,Species,China_Red_List,IUCN_Red_List,Body_size_mm,Clutch_size_n,Trophic_level,Habitat_specificity,Geographic_range_size_km2,Dispersal_ratio_dp,Nest_type,Nest_site,Flocking_tendency,Migrant_status,Hunting_vulnerability
Cettia_major,Cettia_major,0,0,117.5,2.1,5,1,107.81,17.08,1,3,0,2,0
Horornis_flavolivaceus,Cettia_flavolivacea,0,0,110.15,3.5,5,6,122.07,13.91,1,3,0,2,0
Horornis_acanthizoides,Cettia_acanthizoides,0,0,108.75,2,5,6,360.17,17.87,1,3,0,2,0
Cettia_brunnifrons,Cettia_brunnifrons,0,0,106,2,5,2,107.81,11.31,1,3,1,2,0
Cettia_cetti,Cettia_cetti,0,0,135,2,5,1,166,18.21,1,3,1,2,0
Locustella_thoracica,Bradypterus_thoracicus,0,0,116.75,2.5,5,10,611.12,12.09,1,3,0,2,0
Locustella_major,Bradypterus_major,1,1,135,3,5,3,186.11,15.73,1,3,0,2,0
Locustella_tacsanowskia,Bradypterus_tacsanowskius,0,0,111.5,5,5,6,270.11,15.82,1,5,0,2,0
Locustella_mandelli,Bradypterus_mandelli,0,0,130,1,5,2,187.03,11.97,1,5,0,0,0
Locustella_alishanensis,Bradypterus_alishanensis,0,0,130,3.7,5,1,3.61,12.99,1,3,0,2,0
Locustella_luteoventris,Bradypterus_luteoventris,0,0,118.15,2,5,6,276.39,11.83,1,3,0,2,0
Locustella_lanceolata,Locustella_lanceolata,1,0,130,2,5,7,555.21,13.81,1,5,0,2,0
Locustella_naevia,Locustella_naevia,0,0,132.75,5.5,5,5,166,13.03,1,5,1,2,0
Helopsaltes_certhiola,Locustella_certhiola,0,0,129,5,5,2,686.87,15.63,1,5,1,2,0
Helopsaltes_ochotensis,Locustella_ochotensis,0,0,129,5.5,5,6,118.05,15.7,1,5,1,1,0
Helopsaltes_pleskei,Locustella_pleskei,1,1,150,2,5,1,82.26,16.13,1,3,0,2,0
Locustella_luscinioides,Locustella_luscinioides,0,0,120,2.5,5,7,166,17.61,1,5,0,2,0
Helopsaltes_fasciolata,Locustella_fasciolata,0,0,172,2,5,6,171.18,16.08,1,3,0,2,0
Acrocephalus_schoenobaenus,Acrocephalus_schoenobaenus,0,0,137.5,5,5,8,166,18.96,1,3,0,2,0
Acrocephalus_sorghophilus,Acrocephalus_sorghophilus,3,3,119,2.8,5,1,121.89,16.93,1,3,1,2,0
Acrocephalus_bistrigiceps,Acrocephalus_bistrigiceps,0,0,111.5,5,5,2,221.11,12.63,1,3,0,2,0
Acrocephalus_agricola,Acrocephalus_agricola,0,0,117.15,2.5,5,7,166,12.37,1,3,0,2,0
Acrocephalus_tangorum,Acrocephalus_tangorum,1,1,117.15,2.8,5,1,137.2,12.37,1,3,0,2,0
Acrocephalus_concinens,Acrocephalus_concinens,0,0,113.5,3.5,5,3,212.11,15.12,1,3,0,2,0
Acrocephalus_scirpaceus,Acrocephalus_scirpaceus,0,0,130,5.5,5,2,105,31.81,1,3,0,1,0
Acrocephalus_dumetorum,Acrocephalus_dumetorum,0,0,121,5,5,10,166.11,17.11,1,3,0,1,0
Acrocephalus_arundinaceus,Acrocephalus_arundinaceus,0,0,180,2.5,5,3,150.37,30.83,1,3,1,1,0
Acrocephalus_stentoreus,Acrocephalus_stentoreus,0,0,189.5,2.5,5,3,115.22,18.16,1,3,1,2,0
Arundinax_aedon,Acrocephalus_aedon,0,0,181.75,5.5,5,2,613.27,16.51,1,3,1,2,0
Iduna_caligata,Hippolais_caligata,0,0,112.5,5,5,3,166,19.76,1,5,1,2,0
Iduna_rama,Hippolais_rama,0,0,111.5,5,5,3,166,18.91,1,3,0,2,0
Iduna_pallida,Hippolais_pallida,0,0,121.5,2,5,8,166,18.6,1,3,0,2,0
Phyllergates_cucullatus,Orthotomus_cuculatus,0,0,111,3.5,5,1,105.36,12.57,1,3,0,2,0
Orthotomus_sutorius,Orthotomus_sutorius,0,0,107,2,5,6,171.2,11.65,1,3,0,2,0
Orthotomus_atrogularis,Orthotomus_atrogularis,0,0,111.15,2,5,2,39,13.37,1,3,0,2,0
Leptopoecile_sophiae,Leptopoecile_sophiae,0,0,106.15,5,5,8,229.86,15.8,1,3,1,2,0
Leptopoecile_elegans,Leptopoecile_elegans,1,0,98.15,5,5,6,227.8,18.61,1,3,0,2,0
Phylloscopus_collybita,Phylloscopus_collybita,0,0,115,5.5,5,7,189.95,30.85,1,3,0,2,0
Phylloscopus_sindianus,Phylloscopus_sindianus,0,0,111.15,5.5,5,1,186.11,19.01,1,5,1,2,0
Phylloscopus_sibilatrix,Phylloscopus_sibilatrix,0,0,131,6,5,3,186.11,32.2,1,5,1,1,0
Phylloscopus_fuscatus,Phylloscopus_fuscatus,0,0,110,5,5,9,961.58,17.88,1,3,1,0,0
Phylloscopus_fuligiventer,Phylloscopus_fuligiventer,0,0,110,3,5,3,110.11,16.91,1,3,0,0,0
Phylloscopus_affinis,Phylloscopus_affinis,0,0,105,2,5,6,683.91,17.33,1,3,0,0,0
Phylloscopus_subaffinis,Phylloscopus_subaffinis,0,0,95.15,2,5,8,528.87,17.28,1,3,0,2,0
Phylloscopus_griseolus,Phylloscopus_griseolus,0,0,111.5,2.5,5,2,353.97,18.12,1,3,0,0,0
Phylloscopus_armandii,Phylloscopus_armandii,0,0,112,5,5,6,609.98,16.93,1,1,0,0,0
Phylloscopus_schwarzi,Phylloscopus_schwarzi,0,0,116.75,5,5,7,766.05,17.01,1,3,0,2,0
Phylloscopus_pulcher,Phylloscopus_pulcher,0,0,103.15,3.5,5,6,323.22,31.51,1,1,0,2,0
Phylloscopus_maculipennis,Phylloscopus_maculipennis,0,0,89.75,2.7,5,3,107.81,30.13,1,3,0,2,0
Phylloscopus_chloronotus,Phylloscopus_chloronotus,0,0,90,3.5,5,1,159.11,19.63,1,1,0,2,0
Phylloscopus_forresti,Phylloscopus_forresti,0,0,111,2,5,3,323.22,35.15,1,5,0,2,0
Phylloscopus_proregulus,Phylloscopus_proregulus,0,0,92.15,5.5,5,8,821.36,18.01,1,1,0,2,0
Phylloscopus_kansuensis,Phylloscopus_kansuensis,0,0,95,2.7,5,3,115.02,18.01,1,3,1,1,0
Phylloscopus_yunnanensis,Phylloscopus_yunnanensis,0,0,95,2,5,6,318.92,35.15,1,3,1,0,0
Phylloscopus_inornatus,Phylloscopus_inornatus,0,0,97.75,5.5,5,8,796.58,17.97,1,5,0,2,1
Phylloscopus_humei,Phylloscopus_humei,0,0,98.5,2.5,5,3,231.05,19.99,1,3,0,1,0
Phylloscopus_borealis,Phylloscopus_borealis,0,0,119,5.5,5,1,959.02,30.65,1,5,0,1,0
Phylloscopus_trochiloides,Phylloscopus_trochiloides,0,0,110.5,5.5,5,6,538.11,19.77,1,5,1,2,0
Phylloscopus_tenellipes,Phylloscopus_tenellipes,0,0,115.75,5,5,1,387.5,17.01,1,5,1,2,0
Phylloscopus_borealoides,Phylloscopus_borealoides,0,0,115,5,5,1,12.91,17.68,1,3,1,1,0
Phylloscopus_magnirostris,Phylloscopus_magnirostris,0,0,110.75,2,5,3,370.17,31.16,1,5,1,1,0
Phylloscopus_coronatus,Phylloscopus_coronatus,0,0,117.75,5.5,5,6,596.51,19.62,1,5,1,0,0
Phylloscopus_ijimae,Phylloscopus_ijimae,1,1,117.75,2.7,5,1,3.61,19.62,1,3,1,0,0
Phylloscopus_reguloides,Phylloscopus_reguloides,0,0,106,2.5,5,6,220.81,19.75,1,5,1,0,0
Phylloscopus_hainanus,Phylloscopus_hainanus,1,1,90,2.7,5,1,3.52,18.17,0,1,1,0,0
Phylloscopus_emeiensis,Phylloscopus_emeiensis,0,0,105,2.7,5,1,108.18,19.15,1,3,1,0,0
Phylloscopus_intensior,Phylloscopus_davisoni,0,0,101.5,3.5,5,1,11.2,18.13,1,5,1,0,0
Phylloscopus_cantator,Phylloscopus_cantator,0,0,105,6,5,1,39,30.1,1,5,1,0,0
Phylloscopus_ricketti,Phylloscopus_ricketti,0,0,101.15,6,5,1,179.99,18.7,1,5,1,1,0
Phylloscopus_burkii,Seicercus_burkii,0,0,103,3.5,5,2,110.11,16.95,1,4,1,2,0
Phylloscopus_tephrocephalus,Seicercus_tephrocephalus,0,0,105,2.1,5,2,116.77,16.95,1,3,1,0,0
Phylloscopus_whistleri,Seicercus_whistleri,0,0,115,2.1,5,1,110.11,16.95,1,3,1,1,0
Phylloscopus_valentini,Seicercus_valentini,0,0,115,2.1,5,2,191.96,16.95,1,3,0,0,0
Phylloscopus_omeiensis,Seicercus_omeiensis,0,0,115,2.1,5,2,112.55,16.95,1,3,1,1,0
Phylloscopus_soror,Seicercus_soror,0,0,115,2.1,5,5,171.7,16.95,1,3,1,0,0
Phylloscopus_xanthoschistos,Phylloscopus_xanthoschistos,0,0,102,2,5,1,110.11,17.15,1,5,1,0,0
Phylloscopus_intermedius,Seicercus_affinis,0,0,105,2.5,5,1,119.95,18.69,1,5,1,0,0
Phylloscopus_poliogenys,Seicercus_poliogenys,0,0,100,2,5,1,159.11,16.61,1,5,0,0,0
Phylloscopus_castaniceps,Seicercus_castaniceps,0,0,86.75,2.5,5,6,210.79,17.61,1,5,1,1,0
Abroscopus_albogularis,Abroscopus_albogularis,0,0,92.5,2.5,5,2,336.83,16.06,0,1,0,0,1
Abroscopus_superciliaris,Abroscopus_superciliaris,0,0,100,2,5,2,159.11,12.5,0,1,0,0,0
Abroscopus_schisticeps,Abroscopus_schisticeps,0,0,101,2.5,5,2,107.81,16.91,0,1,0,0,0
Tickellia_hodgsoni,Tickellia_hodgsoni,0,0,100,3,5,2,159.11,16.12,1,3,0,0,0
Helopsaltes_pryeri,Locustella_pryeri,1,1,135,5.5,5,3,165.22,13.36,1,5,1,0,0
Megalurus_palustris,Megalurus_palustris,0,0,129.5,2,5,7,100.51,15.3,1,5,1,0,0
Graminicola_bengalensis,Graminicola_bengalensis,1,1,165,3.5,5,2,25.18,11.19,1,5,1,0,0
Sylvia_communis,Sylvia_communis,0,0,121.5,5,1,3,166,19.11,1,3,1,0,0
Sylvia_curruca,Sylvia_curruca,0,0,112,5,1,9,582.17,17.23,1,3,1,0,0
Sylvia_althaea,Sylvia_althaea,0,0,130,5,1,3,166,16.55,1,3,1,0,0
Sylvia_curruca,Sylvia_minula,0,0,111.15,5,5,5,205.98,18.09,1,3,0,1,0
Sylvia_nana,Sylvia_nana,0,0,117.15,2.5,5,1,182.3,18.17,1,3,0,0,0
Sylvia_nisoria,Sylvia_nisoria,0,0,159.5,5,1,1,166,19.16,1,3,0,0,0
Regulus_regulus,Regulus_regulus,0,0,91.75,9.5,5,2,851.59,30.03,1,1,0,0,0
Regulus_goodfellowi,Regulus_goodfellowi,0,0,91.15,9.5,5,1,3.61,18.03,1,1,0,0,0
Zosterops_erythropleurus,Zosterops_erythropleurus,0,0,110.75,2,5,5,719.75,18.01,1,3,0,0,0
Zosterops_palpebrosus,Zosterops_palpebrosus,0,0,101.15,3,1,6,129.11,15.01,1,3,0,0,0
Zosterops_simplex,Zosterops_japonicus,0,0,103.15,3,1,3,532.01,12.18,1,3,0,0,1
Remiz_coronatus,Remiz_coronatus,0,0,105,7.5,1,3,171.62,15.71,0,1,0,1,0
Remiz_consobrinus,Remiz_consobrinus,0,0,106,7.5,1,3,392.31,16.12,0,1,0,0,0
Cephalopyrus_flammiceps,Cephalopyrus_flammiceps,0,0,92.5,2,1,3,198.03,19.81,0,1,1,0,0
Aegithalos_caudatus,Aegithalos_caudatus,0,0,127,10.5,5,2,738.5,30.17,1,1,0,0,0
Aegithalos_concinnus,Aegithalos_concinnus,0,0,100.75,6.5,5,9,262.2,15.91,1,1,1,0,0
Aegithalos_iouschistos,Aegithalos_iouschistos,0,0,106.5,5,1,1,110.11,19.11,1,1,0,0,0
Aegithalos_fuliginosus,Aegithalos_fuliginosus,0,0,106.75,6.6,1,1,128.01,19.67,1,5,0,0,0
Poecile_palustris,Parus_palustris,0,0,117,8,5,6,768.3,18.5,0,1,0,0,1
Poecile_montanus,Parus_montanus,0,0,117,8,5,1,365.12,18.22,0,1,0,0,0
Poecile_superciliosus,Parus_superciliosus,1,0,115.5,6.1,5,8,183.86,18.18,0,1,0,0,0
Poecile_davidi,Parus_davidi,0,0,111,6.1,1,1,133.12,19.13,0,1,0,0,0
Periparus_ater,Parus_ater,0,0,105.75,9.5,5,8,773.91,18.89,0,1,0,0,0
Periparus_rufonuchalis,Parus_rufonuchalis,0,0,118.5,2,1,1,186.11,31.15,1,5,0,0,0
Periparus_rubidiventris,Parus_rubidiventris,0,0,105.75,6,1,6,323.22,19.92,0,1,0,0,0
Pardaliparus_venustulus,Parus_venustulus,0,0,96,6,1,3,238.15,17.81,0,1,1,0,0
Lophophanes_dichrous,Parus_dichrous,0,0,112,5,1,6,323.22,30.58,0,1,0,0,0
Parus_major,Parus_major,0,0,132.15,7.5,5,2,925.88,17.79,0,1,0,0,1
Parus_monticolus,Parus_monticolus,0,0,111.15,5,5,8,329.66,18.11,0,1,1,0,0
Machlolophus_xanthogenys,Parus_xanthogenys,0,0,135,5,5,1,110.11,17.61,0,1,1,0,0
Machlolophus_spilonotus,Parus_spilonotus,0,0,131.15,5,1,1,331.22,18.33,0,1,1,0,0
Machlolophus_holsti,Parus_holsti,0,1,115,3.5,5,1,3.61,19.68,0,1,1,0,1
Cyanistes_cyanus,Parus_cyanus,0,0,112.5,7,5,6,331.6,18.18,0,1,1,1,0
Sittiparus_varius,Parus_varius,1,0,119.15,7,1,1,51.96,19.56,0,1,2,1,0
Pseudopodoces_humilis,Pseudopodoces_humilis,0,0,152,5,5,1,256.5,16.11,0,1,1,0,0
Sylviparus_modestus,Sylviparus_modestus,0,0,93,6.1,1,2,178.1,18.83,0,1,1,0,0
Sitta_cinnamoventris,Sitta_castanea,0,0,123.5,6,5,1,39,19.65,0,1,1,0,0
Sitta_europaea,Sitta_europaea,0,0,133.75,8.5,5,2,751.33,30.15,0,1,1,0,0
Sitta_nagaensis,Sitta_nagaensis,0,0,111.75,6,5,1,152.53,19.81,0,1,1,0,0
Sitta_himalayensis,Sitta_himalayensis,1,0,116.15,5,5,1,159.11,19.2,0,1,1,0,0
Sitta_villosa,Sitta_villosa,1,0,106.5,5.5,5,1,160.59,31.3,0,1,1,0,0
Sitta_yunnanensis,Sitta_yunnanensis,1,1,107.15,3.5,5,1,115.22,30.58,0,1,1,0,0
Sitta_leucopsis,Sitta_leucopsis,1,0,118.5,6.5,5,3,311.86,31.13,0,1,0,0,0
Sitta_solangiae,Sitta_solangiae,1,1,116.75,5.2,5,1,3.52,30.83,0,1,1,0,0
Sitta_magna,Sitta_magna,3,3,179.15,3,5,1,105.11,33.27,0,1,1,0,0
Sitta_formosa,Sitta_formosa,3,1,169,5,5,1,39,31.95,0,1,1,0,0
Tichodroma_muraria,Tichodroma_muraria,0,0,151,2.5,5,2,833.87,37.69,0,1,1,0,0
Certhia_familiaris,Certhia_familiaris,0,0,112.15,5,5,1,619.39,31.28,0,1,1,2,0
Certhia_tianquanensis,Certhia_tianquanensis,1,1,112.15,2.3,5,1,69.18,31.28,0,1,1,2,0
Certhia_himalayana,Certhia_himalayana,0,0,138.5,5,5,3,191.39,31.7,0,1,2,0,0
Certhia_nipalensis,Certhia_nipalensis,0,0,128,3,5,1,159.11,31.19,0,1,1,1,0
Certhia_discolor,Certhia_discolor,0,0,126,2,5,1,159.11,30.52,0,1,1,1,0
Dicaeum_agile,Dicaeum_agile,0,0,105.35,3,1,1,39,19.5,0,1,1,2,0
Dicaeum_chrysorrheum,Dicaeum_chrysorrheum,0,0,106.75,1.5,1,1,61.67,17.72,0,1,0,0,0
Dicaeum_melanozanthum,Dicaeum_melanozanthum,0,0,111,3,1,1,107.81,18.87,0,1,1,0,0
Dicaeum_minullum,Dicaeum_concolor,0,0,75.5,1.5,1,1,111.62,12.17,0,1,0,0,0
Dicaeum_ignipectus,Dicaeum_ignipectus,0,0,79.75,1.5,1,3,219.71,13.75,0,1,0,2,0
Dicaeum_cruentatum,Dicaeum_cruentatum,0,0,88.15,1.5,1,2,116.91,12.57,0,1,0,0,0
Chalcoparia_singalensis,Anthreptes_singalensis,0,0,109.5,1.5,2,1,39,16.11,1,1,1,0,0
Anthreptes_malacensis,Anthreptes_malacensis,0,0,135,1,2,2,39,18.88,1,1,0,0,0
Kurochkinegramma_hypogrammica,Hypogramma_hypogrammicum,0,0,120.15,1,2,3,39,18.69,1,1,0,0,0
Cinnyris_asiaticus,Nectarinia_asiatica,0,0,108.5,1.5,2,1,39,18.03,1,1,0,0,0
Cinnyris_jugularis,Nectarinia_jugularis,0,0,105.75,3,2,1,82.19,15.93,1,1,1,0,0
Aethopyga_gouldiae,Aethopyga_gouldiae,0,0,113.15,1.5,2,9,363.07,16.87,1,3,1,2,0
Aethopyga_nipalensis,Aethopyga_nipalensis,0,0,111.75,1.5,2,1,107.81,16.79,1,1,1,1,0
Aethopyga_latouchii,Aethopyga_christinae,0,0,92.75,1.5,2,5,136.17,15.25,1,1,0,0,1
Aethopyga_saturata,Aethopyga_saturata,0,0,118.15,1.5,2,2,100.51,16.99,1,1,1,0,0
Aethopyga_siparaja,Aethopyga_siparaja,0,0,111.75,1.5,2,3,80.62,17.39,1,1,0,0,0
Aethopyga_ignicauda,Aethopyga_ignicauda,0,0,128.15,1.5,2,2,159.11,17.5,1,1,0,1,0
Arachnothera_longirostra,Arachnothera_longirostra,0,0,122.15,1,5,1,39,17.81,1,1,1,0,0
Arachnothera_magna,Arachnothera_magna,0,0,182.75,1.5,1,1,100.51,16.87,1,1,0,0,0
Passer_ammodendri,Passer_ammodendri,0,0,155,5,1,1,336.31,12.12,0,1,1,1,0
Passer_domesticus,Passer_domesticus,0,0,122.75,6,1,11,251.81,15.28,0,1,1,2,0
Passer_hispaniolensis,Passer_hispaniolensis,0,0,121.5,6,1,1,166,15.38,0,1,1,0,0
Passer_cinnamomeus,Passer_rutilans,0,0,117.75,5,1,6,593.9,15.15,0,1,1,0,0
Passer_montanus,Passer_montanus,0,0,131,5.5,1,1,961.58,12.7,0,1,1,0,1
Petronia_petronia,Petronia_petronia,0,0,125,5.5,1,1,576.22,30.98,0,1,1,2,0
Montifringilla_nivalis,Montifringilla_nivalis,0,0,156,2.5,1,2,186.11,32.03,0,1,1,1,0
Montifringilla_adamsi,Montifringilla_adamsi,0,0,160,3.5,1,1,229.86,35.69,0,1,1,1,0
Onychostruthus_taczanowskii,Montifringilla_taczanowskii,0,0,152.15,5,1,5,183.86,31.88,0,1,1,0,0
Pyrgilauda_davidiana,Montifringilla_davidiana,0,0,115,5.5,1,3,139.98,31.53,0,1,0,1,0
Pyrgilauda_ruficollis,Montifringilla_ruficollis,0,0,121.15,2.6,1,3,229.86,30.33,0,1,1,0,0
Pyrgilauda_blanfordi,Montifringilla_blanfordi,0,0,117.75,2.6,1,1,355.89,30.81,0,5,1,0,0
Ploceus_manyar,Ploceus_manyar,0,0,125,1,1,1,39,15.86,1,5,1,0,0
Ploceus_philippinus,Ploceus_philippinus,0,0,122.75,3,1,1,39,12.79,1,1,1,0,0
Euodice_malabarica,Lonchura_malabarica,0,0,100,5,1,2,3.61,13.61,1,1,1,0,0
Lonchura_striata,Lonchura_striata,0,0,111.5,5,1,8,211.58,11.35,1,1,1,0,1
Lonchura_punctulata,Lonchura_punctulata,0,0,111,6,1,2,385.3,11.26,1,3,1,2,1
Lonchura_atricapilla,Lonchura_malacca,0,0,106.75,5.5,1,3,62.13,11.98,1,3,1,1,0
Padda_oryzivora,Padda_oryzivora,1,1,135,5.5,1,3,79.1,11.71,1,3,1,2,2
Fringilla_coelebs,Fringilla_coelebs,0,0,129.75,5.5,1,8,201.53,31.56,1,1,1,2,0
Fringilla_montifringilla,Fringilla_montifringilla,0,0,150.75,6,1,9,761.51,31.01,1,1,0,0,0
Leucosticte_nemoricola,Leucosticte_nemoricola,0,0,155.15,2.5,1,3,635.98,32.79,0,1,0,1,0
Leucosticte_brandti,Leucosticte_brandti,0,0,173.15,3.5,1,3,288.86,36.83,1,5,0,0,0
Leucosticte_arctoa,Leucosticte_arctoa,0,0,165.15,3.5,1,2,385.66,32.32,1,5,1,0,0
Pinicola_enucleator,Pinicola_enucleator,0,0,102.75,2,1,2,127.72,17.95,1,1,1,2,0
Carpodacus_subhimachalus,Pinicola_subhimachala,0,0,187,2.1,1,2,116.06,17.16,1,1,1,1,0
Agraphospiza_rubescens,Carpodacus_rubescens,0,0,123.75,2.1,1,6,181.01,19.5,1,1,1,1,0
Procarduelis_nipalensis,Carpodacus_nipalensis,0,0,126.75,3.5,1,6,161.23,30.25,1,1,1,0,0
Carpodacus_erythrinus,Carpodacus_erythrinus,0,0,125,2.5,1,2,959.02,17.67,1,3,0,0,0
Carpodacus_pulcherrimus,Carpodacus_pulcherrimus,0,0,123.5,2.5,1,7,505.77,18.62,1,3,1,1,0
Carpodacus_waltoni,Carpodacus_eos,0,0,136.15,2.1,1,5,177.29,17.81,1,3,0,2,0
Carpodacus_rodochroa,Carpodacus_rodochroa,0,0,138.15,2.5,1,2,159.11,15.56,1,3,1,2,0
Carpodacus_vinaceus,Carpodacus_vinaceus,0,0,120.15,2.1,1,1,119.22,12.93,1,3,1,1,0
Carpodacus_edwardsii,Carpodacus_edwardsii,0,0,158.15,2,1,6,161.23,15.18,1,3,1,0,0
Carpodacus_stoliczkae,Carpodacus_synoicus,0,0,121,5,1,3,181.02,31.73,1,3,1,1,0
Carpodacus_roseus,Carpodacus_roseus,0,0,159.5,2.1,1,6,616.16,19.1,1,1,1,1,1
Carpodacus_trifasciatus,Carpodacus_trifasciatus,0,0,180,2.1,1,5,173.77,18.57,1,1,1,2,0
Carpodacus_rodopeplus,Carpodacus_rodopeplus,0,0,126.5,2,1,3,107.81,17.09,1,1,1,2,0
Carpodacus_thura,Carpodacus_thura,0,0,168.15,2,1,8,227.8,16.68,1,3,1,2,0
Carpodacus_rhodochlamys,Carpodacus_rhodochlamys,0,0,186,2,1,1,166,15.99,1,3,1,2,0
Carpodacus_rubicilloides,Carpodacus_rubicilloides,1,0,185.5,2,1,8,607.16,30.15,1,3,1,1,0
Carpodacus_rubicilla,Carpodacus_rubicilla,0,0,185.75,2.5,1,3,201.16,31.81,0,1,1,2,0
Carpodacus_puniceus,Carpodacus_puniceus,0,0,103.15,1,1,1,509.22,19.3,1,3,1,2,0
Carpodacus_roborowskii,Carpodacus_roborowskii,1,0,168,2.1,1,1,69.67,38.52,1,3,1,2,0
Loxia_curvirostra,Loxia_curvirostra,0,0,159.5,2,1,1,796,17.85,1,1,1,2,0
Loxia_leucoptera,Loxia_leucoptera,0,0,160.15,2,1,1,119.66,19.19,1,1,1,2,0
Chloris_spinoides,Carduelis_spinoides,0,0,133.5,2,1,2,159.11,16.89,1,1,1,2,0
Chloris_chloris,Carduelis_chloris,0,0,126.5,2.5,1,5,166,30.89,1,1,1,2,0
Chloris_ambigua,Carduelis_ambigua,0,0,119,2,1,2,318.78,19.95,1,1,1,2,0
Acanthis_flammea,Carduelis_flammea,0,0,131.15,5,1,6,282.85,30.51,1,3,1,2,0
Spinus_spinus,Carduelis_spinus,0,0,112,5.5,1,8,796.71,30.6,1,1,1,2,1
Spinus_thibetanus,Serinus_thibetanus,1,0,109.15,2.1,1,1,373.81,30.58,1,3,1,2,0
Carduelis_caniceps,Carduelis_carduelis,0,0,130.75,2,1,7,331.59,30.28,1,1,1,2,1
Chloris_sinica,Carduelis_sinica,0,0,130,2.5,1,8,671.81,19.55,1,3,1,1,1
Linaria_flavirostris,Carduelis_flavirostris,0,0,132,5,1,6,572.8,31.98,1,3,2,2,0
Linaria_cannabina,Carduelis_cannabina,0,0,126.15,5,1,1,166,31.31,1,3,1,2,0
Serinus_pusillus,Serinus_pusillus,0,0,119.15,2,1,5,186.11,31.62,1,3,1,2,0
Pyrrhula_nipalensis,Pyrrhula_nipalensis,0,0,167.15,2,1,6,130.28,19.67,1,3,1,2,0
Pyrrhula_erythrocephala,Pyrrhula_erythrocephala,0,0,126,3.5,1,1,110.11,17.58,1,3,1,2,0
Pyrrhula_erythaca,Pyrrhula_erythaca,0,0,129,3,1,3,229.2,19.33,1,3,1,0,0
Pyrrhula_pyrrhula,Pyrrhula_pyrrhula,0,0,165,5,1,2,382.01,30.53,1,3,0,2,0
Coccothraustes_coccothraustes,Coccothraustes_coccothraustes,0,0,172.15,2.5,1,11,799.81,18.11,1,1,0,2,1
Eophona_migratoria,Eophona_migratoria,0,0,188.5,2.5,1,7,596.51,17.67,1,1,0,2,0
Eophona_personata,Eophona_personata,1,0,113.5,3.5,1,6,596.51,16.51,1,1,1,2,1
Mycerobas_affinis,Mycerobas_affinis,0,0,119,2.1,1,6,153.19,30.72,1,3,0,2,0
Mycerobas_melanozanthos,Mycerobas_melanozanthos,0,0,112.75,1.5,1,6,153.19,30.66,1,1,1,2,0
Mycerobas_carnipes,Mycerobas_carnipes,0,0,116.5,2,1,3,621.61,30.18,1,3,1,2,0
Pyrrhoplectes_epauletta,Pyrrhoplectes_epauletta,0,0,126.5,2.1,1,6,153.19,18.32,1,3,1,1,0
Rhodopechys_sanguineus,Rhodopechys_sanguineus,0,0,167.5,2.5,1,3,166,30.72,0,5,1,1,0
Bucanetes_mongolicus,Eremopsaltria_mongolicus,0,0,115.5,2,1,2,271.16,31.56,1,5,1,2,0
Carpodacus_sibiricus,Uragus_sibiricus,0,0,150.5,5,1,1,768.81,15.51,1,3,1,2,0
Carpodacus_sipahi,Haematospiza_sipahi,0,0,167.5,2.1,1,1,159.11,17.93,1,1,1,2,0
Urocynchramus_pylzowi,Urocynchramus_pylzowi,1,0,158,2.7,1,3,171.88,18.01,1,1,1,1,0
Emberiza_lathami,Melophus_lathami,0,0,152.5,2,1,7,391.22,17.16,1,5,0,2,1
Emberiza_siemsseni,Latoucheornis_siemsseni,0,0,115.5,2.7,1,1,157.17,17.07,1,3,1,1,1
Emberiza_citrinella,Emberiza_citrinella,0,0,180,2.5,1,6,133.81,17.82,1,5,1,1,0
Emberiza_leucocephalos,Emberiza_leucocephalos,0,0,175.75,2.5,1,6,595.35,30.97,1,5,1,1,0
Emberiza_koslowi,Emberiza_koslowi,1,1,175,2.7,1,1,189.89,30.07,1,3,0,1,0
Emberiza_cia,Emberiza_cia,0,0,157.75,2,1,7,186.11,18.61,1,3,1,1,0
Emberiza_godlewskii,Emberiza_godlewskii,0,0,155.75,2,1,9,587.29,17.79,1,5,1,2,0
Emberiza_cioides,Emberiza_cioides,0,0,158.15,2.5,1,6,837.51,16.83,1,3,0,1,1
Emberiza_jankowskii,Emberiza_jankowskii,3,3,156,5,1,1,118.01,16.97,1,3,1,1,0
Emberiza_buchanani,Emberiza_buchanani,0,0,161.75,2.5,1,3,166,30.17,1,5,0,1,0
Emberiza_hortulana,Emberiza_hortulana,0,0,163.5,2.5,1,2,166,19.78,1,5,1,1,0
Emberiza_yessoensis,Emberiza_yessoensis,1,1,136,5.5,1,1,188.58,16.15,1,5,1,1,0
Emberiza_tristrami,Emberiza_tristrami,1,0,121.5,5.5,1,2,596.51,18.25,1,5,1,2,1
Emberiza_fucata,Emberiza_fucata,0,0,150,5,1,10,716.91,15.63,1,5,0,0,0
Emberiza_pusilla,Emberiza_pusilla,0,0,133.15,5,1,6,821.36,17.81,1,5,0,0,1
Emberiza_chrysophrys,Emberiza_chrysophrys,0,0,150,2,1,3,393.82,18.3,1,1,1,2,1
Emberiza_rustica,Emberiza_rustica,0,0,125.5,2.5,1,7,717.86,18.58,1,5,0,1,0
Emberiza_elegans,Emberiza_elegans,0,0,125,6,1,6,579.28,17.99,1,3,0,2,0
Emberiza_aureola,Emberiza_aureola,3,3,125.15,2.5,1,3,821.36,16.16,1,5,0,1,2
