Species,Adult_survival,Age_at_first_reproduction,Maximum_longevity
Chaetops_aurantius,0.71,1.53,11.07
Amalocichla_sclateriana,0.7,1.22,8.73
Amalocichla_incerta,0.74,1.5,9.62
Pachycephalopsis_hattamensis,0.7,1.23,8.73
Pachycephalopsis_poliosoma,0.75,1.54,9.92
Eugerygone_rubra,0.61,0.93,6.71
Petroica_bivittata,0.61,1.47,7.65
Petroica_archboldi,0.64,1.56,8.09
Petroica_rosea,0.57,1.38,8.26
Petroica_rodinogaster,0.54,1.33,8.29
Petroica_phoenicea,0.56,1.39,8.6
Petroica_boodang,0.7,1.33,10.13
Petroica_pusilla,0.75,1.33,9.67
Petroica_multicolor,0.7,1.33,10.1
Petroica_goodenovii,0.58,1.4,8.08
Petroica_macrocephala,0.56,1.32,8.34
Petroica_dannefaerdi,0.75,1.33,9.67
Petroica_traversi,0.69,1.76,10.69
Petroica_longipes,0.8,1,9.67
Petroica_australis,0.8,1,9.67
Kempiella_griseoceps,0.64,1.11,7.37
Kempiella_flavovirescens,0.66,1.19,7.85
Devioeca_papuana,0.66,1.18,7.78
Cryptomicroeca_flaviventris,0.65,1.16,8.11
Monachella_muelleriana,0.69,1.31,8.61
Monachella_coultasi,0.59,1.14,9.97
Microeca_tormenti,0.59,1.14,9.45
Microeca_flavigaster,0.59,1.14,13.6
Microeca_hemixantha,0.64,1.03,6.17
Microeca_fascinans,0.66,1.18,6.96
Drymodes_beccarii,0.59,1.14,7.9
Drymodes_superciliaris,0.59,1.14,6
Drymodes_brunneopygia,0.74,1.5,10.31
Plesiodryas_albonotata,0.7,1.25,8.96
Poecilodryas_brachyura,0.68,1.15,8.71
Poecilodryas_hypoleuca,0.62,1.04,8.22
Poecilodryas_superciliosa,0.68,1.26,8.78
Poecilodryas_cerviniventris,0.65,1.1,8.61
Heteromyias_albispecularis,0.75,1.47,12.25
Heteromyias_armiti,0.78,1.14,17.8
Heteromyias_cinereifrons,0.78,1.14,17.79
Gennaeodryas_placens,0.68,1.16,8.28
Eopsaltria_australis,0.68,1.21,12.61
Eopsaltria_griseogularis,0.7,1.25,12.94
Quoyornis_georgianus,0.72,1.25,12.18
Tregellasia_leucops,0.6,1.25,11.92
Tregellasia_capito,0.57,1.17,12.26
Melanodryas_cucullata,0.68,1.07,7.39
Melanodryas_vittata,0.68,1.08,7.99
Peneothello_sigillata,0.72,1.4,8.97
Peneothello_cryptoleuca,0.66,1.09,7.79
Peneothello_cyanus,0.73,1.42,9.14
Peneothello_bimaculata,0.67,1.14,8.16
Peneoenanthe_pulverulenta,0.66,1.2,8.23
Hyliota_flavigaster,0.65,1.15,7.45
Hyliota_usambara,0.63,0.99,7.08
Hyliota_australis,0.6,1.04,7.28
Hyliota_violacea,0.65,1.05,7.5
Stenostira_scita,0.55,0.95,7.06
Chelidorhynx_hypoxanthus,0.59,1.1,8
Culicicapa_ceylonensis,0.55,0.93,6.67
Culicicapa_helianthea,0.61,0.93,6.75
Elminia_nigromitrata,0.57,1.08,7.09
Elminia_albonotata,0.57,1.08,7.31
Elminia_albiventris,0.57,1.07,7.05
Elminia_longicauda,0.6,1.14,7.45
Elminia_albicauda,0.56,1.06,7.19
Cephalopyrus_flammiceps,0.49,0.88,6.69
Sylviparus_modestus,0.45,0.81,6.29
Melanochlora_sultanea,0.55,1.05,8.01
Pardaliparus_venustulus,0.43,0.82,6.56
Pardaliparus_elegans,0.63,1.01,7.4
Pardaliparus_amabilis,0.58,0.97,7.34
Periparus_ater,0.34,0.71,7.33
Periparus_rufonuchalis,0.55,1.09,8.48
Periparus_rubidiventris,0.65,1.3,9.42
Baeolophus_wollweberi,0.51,0.94,8.18
Baeolophus_bicolor,0.59,1.08,9.86
Baeolophus_atricristatus,0.58,1.04,9.18
Baeolophus_ridgwayi,0.53,0.94,8.84
Baeolophus_inornatus,0.53,0.94,8.78
Lophophanes_dichrous,0.55,1.14,9.14
Lophophanes_cristatus,0.44,0.93,8.64
Sittiparus_semilarvatus,0.65,1.08,7.89
Sittiparus_varius,0.59,1.14,9.97
Sittiparus_owstoni,0.59,1.14,9.97
Sittiparus_olivaceus,0.59,1.14,9.97
Sittiparus_castaneoventris,0.59,1.14,9.97
Poecile_superciliosus,0.54,1.02,9.51
Poecile_lugubris,0.49,1,10.42
Poecile_hyrcanus,0.49,1,10.42
Poecile_davidi,0.54,1.01,9.38
Poecile_palustris,0.53,1.03,11.21
Poecile_hypermelaenus,0.5,0.96,10.18
Poecile_montanus,0.43,0.95,9.5
Poecile_carolinensis,0.54,1.09,9.58
Poecile_atricapillus,0.48,0.98,9.52
Poecile_gambeli,0.48,0.99,9.38
Poecile_sclateri,0.48,0.97,8.5
Poecile_cinctus,0.44,0.92,9.59
Poecile_hudsonicus,0.5,1,9.86
Poecile_rufescens,0.47,0.96,9.25
Cyanistes_caeruleus,0.55,1,14.6
Cyanistes_teneriffae,0.54,1,14.6
Cyanistes_cyanus,0.41,0.9,6.42
Pseudopodoces_humilis,0.61,1.17,9.23
Parus_monticolus,0.53,1.07,10.28
Parus_major,0.45,0.91,9.86
Machlolophus_nuchalis,0.61,1.03,7.73
Machlolophus_holsti,0.6,1.08,7.94
Machlolophus_xanthogenys,0.52,0.98,7.3
Machlolophus_spilonotus,0.51,0.99,7.5
Melaniparus_rufiventris,0.59,1.14,8
Melaniparus_pallidiventris,0.59,1.14,8
Melaniparus_albiventris,0.6,1.09,7.45
Melaniparus_carpi,0.59,1.14,8
Melaniparus_niger,0.59,1.14,8
Melaniparus_leucomelas,0.59,1.14,8
Melaniparus_guineensis,0.59,1.14,8
Melaniparus_funereus,0.65,1.22,8.09
Melaniparus_griseiventris,0.58,1.03,7.3
Melaniparus_fasciiventer,0.62,1.1,7.38
Melaniparus_thruppi,0.65,1.14,7.44
Melaniparus_fringillinus,0.61,1.08,7.29
Melaniparus_leuconotus,0.65,1.07,7.85
Melaniparus_afer,0.62,1.12,8.48
Melaniparus_cinerascens,0.57,1.04,7.78
Remiz_pendulinus,0.55,1.19,8.16
Remiz_macronyx,0.49,1,6.97
Remiz_coronatus,0.4,0.91,6.38
Remiz_consobrinus,0.35,0.85,6.21
Anthoscopus_punctifrons,0.54,0.87,6.64
Anthoscopus_parvulus,0.6,0.99,6.66
Anthoscopus_musculus,0.5,0.83,5.73
Anthoscopus_flavifrons,0.6,0.9,6.44
Anthoscopus_caroli,0.48,0.81,5.93
Anthoscopus_sylviella,0.59,1.14,9.97
Anthoscopus_minutus,0.5,0.83,6.34
Auriparus_flaviceps,0.54,0.97,6.28
Alaemon_alaudipes,0.65,1.36,9.87
Alaemon_hamertoni,0.66,1.39,9.39
Chersomanes_albofasciata,0.67,1.26,9.04
Ammomanopsis_grayi,0.65,1.19,10.47
Certhilauda_chuana,0.68,1.29,9.67
Certhilauda_subcoronata,0.7,1.39,10.03
Certhilauda_curvirostris,0.7,1.39,10.23
Certhilauda_semitorquata,0.67,1.26,9.6
Pinarocorys_nigricans,0.69,1.43,9.59
Pinarocorys_erythropygia,0.68,1.36,9.11
Ramphocoris_clotbey,0.61,1.2,11.45
Ammomanes_cinctura,0.59,0.94,9.8
Ammomanes_phoenicura,0.66,1.07,9.58
Ammomanes_deserti,0.66,1.05,9.61
Eremopterix_australis,0.58,0.94,9.42
Eremopterix_leucotis,0.69,1.15,8.82
Eremopterix_nigriceps,0.57,0.94,9.02
Eremopterix_griseus,0.61,1,9.66
Eremopterix_signatus,0.54,0.89,8.3
Eremopterix_leucopareia,0.6,0.98,8.87
Eremopterix_verticalis,0.61,1.01,9.81
Eremopterix_hova,0.68,1.14,9.47
Calendulauda_sabota,0.65,1.21,8.79
Calendulauda_poecilosterna,0.69,1.31,8.51
Calendulauda_alopex,0.66,1.25,8.32
Calendulauda_africanoides,0.66,1.18,9.45
Calendulauda_albescens,0.66,1.27,9.44
Calendulauda_burra,0.7,1.37,10.02
Calendulauda_erythrochlamys,0.59,1.14,6
Heteromirafra_ruddi,0.68,1.28,9.28
Heteromirafra_archeri,0.68,1.18,8.48
Mirafra_apiata,0.68,1.28,9.46
Mirafra_fasciolata,0.59,1.14,9.97
Mirafra_collaris,0.68,1.3,8.63
Mirafra_africana,0.69,1.37,9.51
Mirafra_sharpii,0.59,1.14,9.97
Mirafra_hypermetra,0.72,1.51,9.86
Mirafra_somalica,0.67,1.32,9.08
Mirafra_ashi,0.7,1.24,8.81
Mirafra_angolensis,0.67,1.31,9.04
Mirafra_rufocinnamomea,0.68,1.28,8.47
Mirafra_williamsi,0.69,1.15,9.07
Mirafra_pulpa,0.58,1,8.77
Mirafra_cordofanica,0.67,1.15,9.41
Mirafra_passerina,0.66,1.19,9.52
Mirafra_albicauda,0.69,1.26,9.11
Mirafra_cheniana,0.62,1.17,10.81
Mirafra_javanica,0.64,1.13,8.47
Mirafra_microptera,0.65,1.13,9.34
Mirafra_assamica,0.64,1.16,9.55
Mirafra_erythrocephala,0.66,1.13,9.19
Mirafra_erythroptera,0.65,1.16,9.3
Mirafra_affinis,0.66,1.13,9.21
Mirafra_rufa,0.67,1.15,9.34
Mirafra_gilletti,0.64,1.19,8.1
Chersophilus_duponti,0.67,1.07,7.11
Eremalauda_dunni,0.62,1.13,9.98
Eremalauda_eremodites,0.59,1.14,9.97
Alaudala_somalica,0.62,1.13,7.7
Alaudala_rufescens,0.59,1,5
Alaudala_raytal,0.71,1.31,9.47
Melanocorypha_bimaculata,0.62,1.04,11.05
Melanocorypha_calandra,0.63,1.07,11.34
Melanocorypha_yeltoniensis,0.55,0.97,12.18
Melanocorypha_maxima,0.68,1.18,13.25
Melanocorypha_mongolica,0.64,1.08,11.47
Calandrella_acutirostris,0.62,1.08,9.65
Calandrella_cinerea,0.58,1.05,9.99
Calandrella_blanfordi,0.59,1,9.97
Calandrella_eremica,0.59,1,9.97
Calandrella_brachydactyla,0.57,1.03,8.69
Calandrella_dukhunensis,0.59,1,9.97
Eremophila_bilopha,0.64,1.01,9.67
Eremophila_alpestris,0.69,1.09,10.28
Lullula_arborea,0.6,1.03,8.17
Spizocorys_sclateri,0.72,1.32,10.37
Spizocorys_starki,0.61,1.11,10.02
Spizocorys_fremantlii,0.59,1.07,9.25
Spizocorys_personata,0.57,0.98,8.69
Spizocorys_fringillaris,0.66,1.18,9.51
Spizocorys_conirostris,0.6,1.05,9.56
Spizocorys_obbiensis,0.63,1.12,7.46
Alauda_leucoptera,0.59,0.98,9.47
Alauda_razae,0.67,1.03,8.24
Alauda_arvensis,0.64,1.08,11.59
Alauda_gulgula,0.69,1.12,9.56
Galerida_modesta,0.72,1.09,9.44
Galerida_magnirostris,0.65,1.02,11.34
Galerida_theklae,0.66,1.04,9.12
Galerida_cristata,0.64,1.04,12.11
Galerida_malabarica,0.7,1.1,10.06
Galerida_deva,0.65,0.93,8.83
Panurus_biarmicus,0.51,0.96,7.2
Nicator_chloris,0.76,1.6,10.11
Nicator_gularis,0.71,1.42,9.84
Nicator_vireo,0.69,1.3,8.43
Sylvietta_brachyura,0.7,1.05,7.08
Sylvietta_leucopsis,0.8,1.14,9.97
Sylvietta_whytii,0.71,1.1,7.33
Sylvietta_philippae,0.72,0.94,6.76
Sylvietta_rufescens,0.72,1.13,7.92
Sylvietta_isabellina,0.71,1.1,7.22
Sylvietta_ruficapilla,0.71,1.12,7.53
Sylvietta_virens,0.7,1.06,6.89
Sylvietta_denti,0.74,1.15,7.32
Sylvietta_chapini,0.8,1.14,9.97
Sylvietta_leucophrys,0.8,1.14,9.97
Cryptillas_victorini,0.61,1.06,7.87
Achaetops_pycnopygius,0.68,1.3,9.09
Sphenoeacus_afer,0.68,1.32,9.57
Melocichla_mentalis,0.69,1.34,8.75
Macrosphenus_flavicans,0.65,1.02,7.23
Macrosphenus_kempi,0.63,1.01,7.27
Macrosphenus_concolor,0.65,1.03,7.31
Macrosphenus_pulitzeri,0.62,0.99,7.28
Macrosphenus_kretschmeri,0.66,1.1,7.95
Graueria_vittata,0.65,1.05,7.48
Neomixis_viridis,0.58,0.9,6.71
Neomixis_tenella,0.61,1.02,7.12
Neomixis_striatigula,0.53,0.91,6.62
Neomixis_pallidior,0.59,1.14,9.97
Eremomela_icteropygialis,0.62,1.04,6.91
Eremomela_flavicrissalis,0.6,0.98,6.36
Eremomela_pusilla,0.6,1,6.74
Eremomela_canescens,0.59,1.14,9.97
Eremomela_scotops,0.63,1.08,7.29
Eremomela_gregalis,0.54,0.91,6.84
Eremomela_usticollis,0.6,1.02,7.22
Eremomela_badiceps,0.63,0.98,6.92
Eremomela_turneri,0.61,0.91,6.49
Eremomela_atricollis,0.64,1.1,7.46
Drymocichla_incana,0.58,0.93,6.95
Schistolais_leucopogon,0.64,1.13,7.34
Schistolais_leontica,0.59,0.97,7.27
Urolais_epichlorus,0.63,0.99,7.11
Artisornis_moreaui,0.62,0.95,6.82
Artisornis_sousae,0.59,1.14,9.97
Artisornis_metopias,0.62,1.06,7.09
Oreolais_pulcher,0.6,1.02,6.73
Oreolais_ruwenzorii,0.63,1.1,7.15
Oreophilais_robertsi,0.61,1.06,7.67
Phragmacia_substriata,0.6,1.03,7.68
Apalis_fuscigularis,0.61,1.04,8.86
Apalis_flavigularis,0.58,1.04,9.31
Apalis_lynesi,0.61,1.04,9.34
Apalis_thoracica,0.58,1.04,9.5
Apalis_ruddi,0.65,1.09,9.86
Apalis_flavida,0.59,0.98,8.51
Apalis_flavocincta,0.59,1.14,10.75
Apalis_binotata,0.66,1.1,8.97
Apalis_personata,0.64,0.98,9.13
Apalis_jacksoni,0.64,1.07,8.85
Apalis_chariessa,0.62,1.04,8.98
Apalis_nigriceps,0.62,0.93,8.72
Apalis_melanocephala,0.59,1.03,8.89
Apalis_chirindensis,0.57,0.94,9.08
Apalis_porphyrolaema,0.62,0.93,8.66
Apalis_kaboboensis,0.59,1.14,10.75
Apalis_chapini,0.61,0.94,8.91
Apalis_sharpii,0.6,0.99,8.59
Apalis_rufogularis,0.62,0.93,8.62
Apalis_argentea,0.59,1.14,10.75
Apalis_karamojae,0.63,0.95,8.82
Apalis_bamendae,0.62,0.95,8.92
Apalis_goslingi,0.58,0.91,8.79
Apalis_cinerea,0.61,1.01,8.6
Apalis_alticola,0.59,1.14,10.75
Phyllolais_pulchella,0.58,0.96,6.43
Spiloptila_clamans,0.55,0.91,6.49
Poliolais_lopezi,0.67,1.18,7.73
Calamonastes_simplex,0.58,1.01,6.91
Calamonastes_undosus,0.59,1.14,9.97
Calamonastes_stierlingi,0.59,1.14,9.97
Calamonastes_fasciolatus,0.63,1.11,7.93
Camaroptera_harterti,0.58,1.14,9.5
Camaroptera_brachyura,0.6,1.14,10
Camaroptera_superciliaris,0.59,1.01,7.31
Camaroptera_chloronota,0.64,1.13,8.03
Camaroptera_toroensis,0.59,1.14,9.5
Micromacronus_leytensis,0.57,0.86,6.3
Micromacronus_sordidus,0.58,0.86,6.23
Scepomycter_winifredae,0.64,1.04,7.51
Euryptila_subcinnamomea,0.62,1.09,7.98
Incana_incana,0.57,0.93,7.12
Malcorus_pectoralis,0.55,0.94,7.13
Hypergerus_atriceps,0.68,1.31,8.85
Eminia_lepida,0.66,1.21,7.94
Cisticola_erythrops,0.62,1.16,7.79
Cisticola_cantans,0.6,1.11,7.54
Cisticola_lateralis,0.65,1.24,8.19
Cisticola_woosnami,0.63,1.19,8.03
Cisticola_anonymus,0.64,1.2,7.85
Cisticola_bulliens,0.62,1.18,8.15
Cisticola_chubbi,0.65,1.23,8.07
Cisticola_hunteri,0.66,1.27,8.26
Cisticola_nigriloris,0.66,1.28,8.67
Cisticola_aberrans,0.64,1.2,8.2
Cisticola_bailunduensis,0.61,1,8.5
Cisticola_chiniana,0.6,1.14,8.01
Cisticola_bodessa,0.59,1.11,7.73
Cisticola_njombe,0.62,1.14,7.73
Cisticola_cinereolus,0.59,1.11,7.62
Cisticola_restrictus,0.63,1.06,7.73
Cisticola_rufilatus,0.6,1.1,7.84
Cisticola_subruficapilla,0.59,1.08,7.97
Cisticola_lais,0.63,1.26,8.82
Cisticola_marginatus,0.61,1,8.5
Cisticola_lugubris,0.61,1,8.5
Cisticola_haematocephalus,0.61,1,8.5
Cisticola_luapula,0.61,1,8.5
Cisticola_galactotes,0.61,1,8.5
Cisticola_pipiens,0.59,1.1,7.75
Cisticola_carruthersi,0.6,1.1,7.35
Cisticola_tinniens,0.6,1.11,8.01
Cisticola_robustus,0.63,1.22,8.21
Cisticola_aberdare,0.69,1.38,8.97
Cisticola_natalensis,0.65,1.24,8.21
Cisticola_ruficeps,0.57,1.03,7.22
Cisticola_guinea,0.6,0.99,7.4
Cisticola_nana,0.52,0.9,6.11
Cisticola_brachypterus,0.58,1.03,6.85
Cisticola_rufus,0.54,0.91,7.06
Cisticola_troglodytes,0.58,1,7.72
Cisticola_fulvicapilla,0.56,1,7.22
Cisticola_angusticauda,0.58,1.08,7.48
Cisticola_melanurus,0.6,0.98,7.27
Cisticola_juncidis,0.56,0.98,7.06
Cisticola_haesitatus,0.67,1.03,7.91
Cisticola_cherina,0.55,1,7.32
Cisticola_aridulus,0.52,0.94,6.8
Cisticola_textrix,0.66,1.19,8.79
Cisticola_eximius,0.58,1.07,7.48
Cisticola_dambo,0.63,1.14,7.68
Cisticola_brunnescens,0.58,1.03,6.94
Cisticola_cinnamomeus,0.61,1,8.5
Cisticola_ayresii,0.57,1,7.06
Cisticola_exilis,0.55,0.97,6.55
Bathmocercus_cerviniventris,0.65,1.05,6.31
Bathmocercus_rufus,0.66,1.2,6.48
Prinia_crinigera,0.51,0.91,7.31
Prinia_polychroa,0.54,0.94,7.03
Prinia_atrogularis,0.55,0.95,7.47
Prinia_khasiana,0.44,0.92,7.17
Prinia_superciliaris,0.44,0.92,7.17
Prinia_cinereocapilla,0.6,0.95,7.33
Prinia_buchanani,0.58,0.88,6.79
Prinia_rufescens,0.56,0.88,6.59
Prinia_hodgsonii,0.53,0.88,6.63
Prinia_gracilis,0.54,0.86,6.73
Prinia_sylvatica,0.64,1.04,7.93
Prinia_familiaris,0.64,0.95,6.88
Prinia_flaviventris,0.56,0.89,6.58
Prinia_sonitans,0.44,0.92,7.17
Prinia_socialis,0.55,0.88,6.97
Prinia_inornata,0.55,0.9,7.1
Prinia_subflava,0.58,0.93,6.52
Prinia_somalica,0.54,0.87,6.27
Prinia_fluviatilis,0.56,0.91,6.83
Prinia_flavicans,0.58,0.93,7.1
Prinia_maculosa,0.6,0.97,7.58
Prinia_hypoxantha,0.58,1,7.7
Prinia_molleri,0.66,1.09,7.26
Prinia_bairdii,0.65,1.09,7.49
Prinia_erythroptera,0.64,1.06,7.35
Prinia_rufifrons,0.56,0.88,6.32
Orthotomus_sutorius,0.53,0.89,4.89
Orthotomus_frontalis,0.6,1.01,5.11
Orthotomus_sericeus,0.62,1.07,5.27
Orthotomus_atrogularis,0.55,0.93,4.86
Orthotomus_ruficeps,0.6,1.01,4.98
Orthotomus_chaktomuk,0.59,1.14,4.17
Orthotomus_sepium,0.61,0.93,4.95
Orthotomus_chloronotus,0.59,1.14,4.17
Orthotomus_castaneiceps,0.59,1.14,4.17
Orthotomus_samarensis,0.56,0.91,5.06
Orthotomus_nigriceps,0.62,0.96,5.11
Orthotomus_cinereiceps,0.61,0.95,5.02
Orthotomus_derbianus,0.61,0.98,5.28
Nesillas_typica,0.68,1.25,8.68
Nesillas_lantzii,0.64,1.1,8.26
Nesillas_brevicaudata,0.64,1.06,7.72
Nesillas_mariae,0.64,1.06,7.72
Nesillas_aldabrana,0.59,1.14,9.97
Calamonastides_gracilirostris,0.59,1.14,9.97
Calamonastides_bensoni,0.59,1.14,9.97
Arundinax_aedon,0.53,1.08,9.06
Iduna_caligata,0.46,0.91,7.43
Iduna_rama,0.49,0.97,7.84
Iduna_pallida,0.55,1.07,7.7
Iduna_opaca,0.54,1.01,7.67
Iduna_natalensis,0.64,1.21,7.71
Iduna_similis,0.64,1.2,7.48
Hippolais_languida,0.43,0.95,8.42
Hippolais_olivetorum,0.5,1.11,9.63
Hippolais_polyglotta,0.45,0.97,8.68
Hippolais_icterina,0.44,0.97,9.19
Acrocephalus_bistrigiceps,0.56,0.92,8.82
Acrocephalus_sorghophilus,0.65,1.01,10.24
Acrocephalus_paludicola,0.51,0.92,9.63
Acrocephalus_melanopogon,0.55,0.98,9.66
Acrocephalus_schoenobaenus,0.49,0.88,9.56
Acrocephalus_orinus,0.64,1.12,10.52
Acrocephalus_dumetorum,0.53,0.94,9.93
Acrocephalus_palustris,0.55,0.99,10.13
Acrocephalus_scirpaceus,0.56,1,9.29
Acrocephalus_agricola,0.52,0.92,9.33
Acrocephalus_concinens,0.57,0.91,8.52
Acrocephalus_tangorum,0.59,1.04,10.08
Acrocephalus_griseldis,0.62,1.04,9.68
Acrocephalus_gracilirostris,0.72,1.27,10.95
Acrocephalus_rufescens,0.69,1.27,10.32
Acrocephalus_brevipennis,0.67,1.18,10.16
Acrocephalus_newtoni,0.65,1.15,10.18
Acrocephalus_sechellensis,0.71,1.28,10.27
Acrocephalus_rodericanus,0.69,1.01,8.79
Acrocephalus_arundinaceus,0.6,1.15,11.76
Acrocephalus_orientalis,0.65,1,10.24
Acrocephalus_stentoreus,0.58,1.1,10.57
Acrocephalus_australis,0.65,1.21,10.61
Acrocephalus_luscinius,0.82,1.17,10.24
Acrocephalus_hiwae,0.65,1,10.24
Acrocephalus_nijoi,0.65,1,10.24
Acrocephalus_syrinx,0.73,1.12,9.4
Acrocephalus_aequinoctialis,0.75,1.17,9.68
Acrocephalus_mendanae,0.75,1.22,10.3
Acrocephalus_yamashinae,0.65,1,10.24
Acrocephalus_astrolabii,0.65,1,10.24
Acrocephalus_rehsei,0.74,1.12,9.26
Acrocephalus_familiaris,0.71,1.1,9.63
Acrocephalus_vaughani,0.72,1.16,10.22
Acrocephalus_taiti,0.72,1.16,10.19
Acrocephalus_kerearako,0.68,1.1,9.97
Acrocephalus_rimitarae,0.69,1.14,10.32
Acrocephalus_musae,0.65,1,10.24
Acrocephalus_caffer,0.65,1,10.24
Acrocephalus_longirostris,0.65,1,10.24
Acrocephalus_percernis,0.65,1,10.24
Acrocephalus_atyphus,0.74,1.22,10.48
Pnoepyga_immaculata,0.56,1.06,8.44
Pnoepyga_pusilla,0.55,1.01,7.47
Pnoepyga_albiventer,0.58,1.07,8.97
Pnoepyga_formosana,0.69,1.25,9.81
Locustella_fasciolata,0.61,1.26,9.09
Locustella_amnicola,0.59,1,7.36
Locustella_pryeri,0.47,0.95,6.89
Locustella_certhiola,0.5,1.01,7.49
Locustella_ochotensis,0.49,1,7.65
Locustella_pleskei,0.56,1.14,7.79
Locustella_lanceolata,0.52,1.01,7.5
Locustella_luscinioides,0.52,1.02,7.42
Locustella_fluviatilis,0.5,1.01,7.62
Locustella_luteoventris,0.54,1.05,6.91
Locustella_tacsanowskia,0.56,1.05,7.2
Locustella_major,0.56,1.04,7.02
Locustella_naevia,0.47,0.94,7.11
Locustella_caudata,0.66,1.15,7.37
Locustella_accentor,0.64,1.05,6.6
Locustella_castanea,0.67,1.11,6.93
Locustella_davidi,0.48,0.94,6.92
Locustella_kashmirensis,0.59,1,7.36
Locustella_thoracica,0.59,1,7.36
Locustella_alishanensis,0.62,1.07,7.02
Locustella_montis,0.59,1,7.36
Locustella_mandelli,0.57,1.01,6.65
Locustella_chengi,0.59,1,7.36
Locustella_seebohmi,0.61,1.01,6.52
Megalurus_palustris,0.67,1.31,9.43
Schoenicola_platyurus,0.64,1.16,8.03
Schoenicola_brevirostris,0.64,1.16,7.78
Bradypterus_brunneus,0.6,1.18,7.58
Bradypterus_sylvaticus,0.59,1.17,8.05
Bradypterus_graueri,0.54,1.03,7.08
Bradypterus_grandis,0.55,1.04,7.19
Bradypterus_centralis,0.52,1.14,6.8
Bradypterus_baboecala,0.52,1.14,6.8
Bradypterus_carpalis,0.56,1.08,7.48
Bradypterus_barratti,0.59,1.24,8.32
Bradypterus_bangwaensis,0.6,1.22,7.61
Bradypterus_lopezi,0.6,1.2,7.54
Bradypterus_cinnamomeus,0.59,1.18,7.17
Bradypterus_alfredi,0.59,1.08,7.15
Cincloramphus_cruralis,0.65,1.34,9.94
Cincloramphus_mathewsi,0.63,1.26,9.31
Cincloramphus_timoriensis,0.59,1.14,6.42
Cincloramphus_macrurus,0.59,1.14,6.42
Poodytes_gramineus,0.65,1.15,5.8
Poodytes_punctatus,0.59,0.75,6.5
Poodytes_caudatus,0.59,0.75,4.9
Poodytes_rufescens,0.59,0.75,4.9
Poodytes_carteri,0.65,1.14,5.39
Poodytes_albolimbatus,0.61,1.09,4.99
Megalurulus_mariae,0.66,1.15,8.59
Megalurulus_grosvenori,0.72,1.34,9.55
Megalurulus_llaneae,0.68,1.16,8.3
Megalurulus_turipavae,0.59,1.14,9.97
Megalurulus_whitneyi,0.59,1.14,9.97
Megalurulus_rubiginosus,0.72,1.45,9.55
Megalurulus_rufus,0.62,1.11,8.58
Buettikoferella_bivittata,0.68,1.19,8.63
Amphilais_seebohmi,0.65,1.14,7.95
Elaphrornis_palliseri,0.61,0.95,6.83
Chaetornis_striata,0.6,1.18,8.84
Malia_grata,0.75,1.49,10.52
Robsonius_rabori,0.71,1.37,10.09
Robsonius_thompsoni,0.59,1.14,9.97
Robsonius_sorsogonensis,0.72,1.37,9.98
Donacobius_atricapilla,0.7,1.37,9.2
Oxylabes_madagascariensis,0.66,1.18,8.15
Bernieria_madagascariensis,0.66,1.15,8.55
Hartertula_flavoviridis,0.63,1.09,7.6
Thamnornis_chloropetoides,0.62,1.09,7.88
Xanthomixis_zosterops,0.58,0.99,7.16
Xanthomixis_apperti,0.62,1.04,7.79
Xanthomixis_cinereiceps,0.63,1.14,8.12
Crossleyia_tenebrosa,0.65,1.12,8.24
Crossleyia_xanthophrys,0.64,1.16,8.25
Cryptosylvicola_randrianasoloi,0.59,0.94,6.97
Randia_pseudozosterops,0.61,0.98,7.31
Pseudochelidon_eurystomina,0.63,1.23,8.11
Eurochelidon_sirintarae,0.59,1.11,8.53
Cheramoeca_leucosterna,0.53,0.93,7.19
Pseudhirundo_griseopyga,0.61,1.06,7.12
Psalidoprocne_nitens,0.63,1.09,7.14
Psalidoprocne_fuliginosa,0.65,1.14,7.5
Psalidoprocne_albiceps,0.57,1.04,7
Psalidoprocne_pristoptera,0.61,1.11,7.27
Psalidoprocne_obscura,0.6,1.09,7.25
Delichon_urbicum,0.46,0.99,8.95
Delichon_lagopodum,0.4,1,10.42
Delichon_dasypus,0.5,1.08,9
Delichon_nipalense,0.52,1.04,8.36
Petrochelidon_rufigula,0.63,1.05,9.66
Petrochelidon_preussi,0.63,0.97,9.09
Petrochelidon_perdita,0.6,1,11.16
Petrochelidon_spilodera,0.6,1.02,10.33
Petrochelidon_fuliginosa,0.64,1.03,9.35
Petrochelidon_fluvicola,0.53,0.85,8.59
Petrochelidon_ariel,0.54,0.87,8.81
Petrochelidon_nigricans,0.56,0.93,9.46
Petrochelidon_pyrrhonota,0.58,0.99,10.91
Petrochelidon_fulva,0.62,1.04,10.35
Petrochelidon_rufocollaris,0.67,0.98,9.38
Cecropis_abyssinica,0.58,0.93,5.86
Cecropis_semirufa,0.63,1.09,6.87
Cecropis_senegalensis,0.66,1.18,7.33
Cecropis_cucullata,0.63,1.07,7.32
Cecropis_daurica,0.59,1,9
Cecropis_hyperythra,0.59,1,6.77
Hirundo_nigrorufa,0.63,1.03,8.42
Hirundo_atrocaerulea,0.62,1.07,8.83
Hirundo_javanica,0.57,1,7.08
Hirundo_tahitica,0.57,1,9.4
Hirundo_neoxena,0.62,1.06,9.55
Hirundo_albigularis,0.63,1.12,9.71
Hirundo_smithii,0.57,0.97,7.86
Hirundo_nigrita,0.72,1.24,9.62
Hirundo_rustica,0.55,0.96,9.35
