"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7"
"Eremias_yarkandensis",0.743221530945696,-2.31083023063762,-0.353329849535385,-0.668143429792102,1.35482803414187,1.15795341536409,1.94973268249016
"Lacerta_agilis",1.81280551487332,0.434780585906397,0.907761366465588,-0.86419220051791,1.33315649405646,-0.833863995084018,-0.297737120669376
"Takydromus_albomaculosus",0.466465683115734,0.141373510167778,-0.0296821072009678,-0.713228961538741,-0.0423196958639963,-0.458589484688492,-0.721833657637277
"Takydromus_amurensis",0.66579459147317,0.546024438621627,-0.139602028410018,-0.417742770959052,-0.0658981828584931,-0.977129485820804,-0.388450909084797
"Takydromus_formosanus",-0.449637991384587,0.13529283229399,-0.800834950651989,-0.440185754806929,-1.10001176662244,-0.451338389012343,-0.865400411440961
"Takydromus_hsuehshanensis",0.0537357252244948,0.0193192722947544,-0.294953999953549,-0.695202759996952,-0.443783824616394,-0.302391969950474,-0.875896678287756
"Takydromus_intermedius",-0.765087188075615,0.313661201797554,1.24607741904265,0.337522457548833,-0.763947647786497,0.597433221004189,0.113186324007232
"Takydromus_kuehnei",-0.918101904637783,0.181984910215836,1.20723942615677,0.268157460289358,-0.858419058225972,0.766117599971771,-0.00867511829350736
"Takydromus_luyeanus",-0.0355228594367706,-0.0574918977945813,-0.317609495803647,-0.735665675064978,-0.498892147372755,-0.203992748886051,-0.946982519629854
"Takydromus_sauteri",-0.892599451877422,0.203930958812789,1.21371242497108,0.279718293165937,-0.842673823152726,0.738003536810507,0.0116351220899493
"Takydromus_septentrionalis",-0.159703660425087,0.285471836186131,1.77785036499835,0.128748783865127,-0.0447387654874629,0.633923387421002,0.183931018694264
"Takydromus_sexlineatus",-0.516737999070147,-0.0217728441712114,1.68722838159795,-0.0331028764069809,-0.265172056512905,1.02752027167869,-0.100412346674129
"Takydromus_stejnegeri",-0.0737765385773127,-0.0904109706900108,-0.327318994025118,-0.753006924379847,-0.522509999982624,-0.161821654144155,-0.977447880205039
